Transaction ID,Type,Date,Period,Document Number,Status,Posting,Entity,Account Number,Account Name,Memo,Item,Item Description,Quantity,Unit of Measure,Unit Price,Currency,Exchange Rate to USD,Amount (Foreign),Tax Amount (Foreign),Net Amount (Foreign),Amount (USD),Subsidiary,Location,Department,Class,Terms,Payment Method,Created From,Approval User
TXN-0005595,Invoice,2024-12-11,Dec 2024,INV-568088,Open,Yes,Massive Dynamic Partners,4100,Services Revenue,Quarterly true-up,SKU-SUP-PREM,Premium Support,8.45,Month,513.89,USD,1.0,13960.4,1221.53,15181.93,13960.4,Enso UK,EU-Central,Finance,Mid-Market,Due on Receipt,,,Jane Miller
TXN-0005596,Invoice,2024-12-14,Dec 2024,INV-827536,Open,Yes,Hooli Inc,4200,Product Revenue,License renewal,SKU-ENSO-PRO,Enso Pro License,4.52,Each,1557.38,USD,1.0,21828.13,2073.67,23901.8,21828.13,Enso EU,US-West,HR,SMB,Net 45,,,Marcus Johnson
TXN-0005597,Invoice,2024-12-22,Dec 2024,INV-573933,Partially Paid,Yes,Soylent LLC,4000,Revenue,Training session,SKU-TRNG-01,Admin Training,6.29,Hour,1380.68,USD,1.0,14919.53,1305.46,16224.99,14919.53,Enso EU,US-East,Operations,Enterprise,Net 30,,,Elena Petrova
TXN-0005598,Expense Report,2024-12-13,Dec 2024,EXP-397983,Paid,Yes,Google Cloud,6100,R&D Expense,Consulting services,SKU-ENSO-PRO,Enso Pro License,6.89,Each,942.07,USD,1.0,11175.73,0.0,11175.73,11175.73,Enso US,US-West,Operations,Internal,,,,
TXN-0005599,Transfer,2024-12-27,Dec 2024,TRA-352255,Completed,Yes,Salesforce,4100,Services Revenue,Support plan,,,,,,USD,1.0,21663.09,0.0,21663.09,21663.09,Enso US,EU-Central,Finance,Mid-Market,,,,Noah Smith
TXN-0005600,Invoice,2024-12-09,Dec 2024,INV-618546,Partially Paid,Yes,Aperture Inc,4000,Revenue,Training session,SKU-SUP-STD,Standard Support,8.96,Month,2040.09,USD,1.0,10880.18,1033.62,11913.8,10880.18,Enso UK,US-East,HR,SMB,Net 45,,,Maya Patel
TXN-0005601,Cash Sale,2024-12-16,Dec 2024,CAS-533701,Paid,Yes,Initech Inc,4000,Revenue,Promotion credit,SKU-TRNG-01,Admin Training,5.46,Hour,1392.85,USD,1.0,21987.89,1099.39,23087.28,21987.89,Enso UK,US-West,Sales,Internal,,Check,,Noah Smith
TXN-0005602,Item Receipt,2024-12-15,Dec 2024,ITE-514404,Received,Yes,Deloitte,1200,Inventory,Subscription,SKU-SUP-STD,Standard Support,8.89,Month,742.08,USD,1.0,14817.12,740.86,15557.98,14817.12,Enso UK,UK-South,Operations,Internal,,,,
TXN-0005603,Item Receipt,2024-12-01,Dec 2024,ITE-737189,Received,Yes,Cisco,1200,Inventory,Promotion credit,SKU-ENSO-TEAM,Enso Team License,6.81,Each,646.42,USD,1.0,739.47,0.0,739.47,739.47,Enso US,US-East,R&D,Internal,,,,Marcus Johnson
TXN-0005604,Cash Sale,2024-12-07,Dec 2024,CAS-767909,Paid,Yes,Vehement Corp,4200,Product Revenue,License renewal,SKU-TRNG-01,Admin Training,4.65,Hour,1842.17,USD,1.0,22819.67,1140.98,23960.65,22819.67,Enso US,US-West,Finance,Internal,,ACH,,Sophia Garcia
TXN-0005605,Vendor Payment,2024-12-13,Dec 2024,VEN-383975,Processed,Yes,Dell,6000,Sales & Marketing,License renewal,,,,,,USD,1.0,9556.42,0.0,9556.42,9556.42,Enso UK,US-East,Finance,Mid-Market,,Credit Card,,
TXN-0005606,Vendor Payment,2024-12-22,Dec 2024,VEN-766630,Processed,Yes,Deloitte,5000,COGS,Hardware purchase,,,,,,USD,1.0,4279.33,0.0,4279.33,4279.33,Enso UK,EU-Central,Finance,SMB,,Wire,,Marcus Johnson
TXN-0005607,Invoice,2024-12-16,Dec 2024,INV-163866,Open,Yes,Wayne Inc,4100,Services Revenue,Training session,SKU-TRNG-01,Admin Training,5.54,Hour,2902.46,USD,1.0,24365.54,0.0,24365.54,24365.54,Enso EU,UK-South,Marketing,Enterprise,Net 30,,,
TXN-0005608,Bill,2024-12-08,Dec 2024,BIL-171277,Paid In Full,Yes,AWS,6100,R&D Expense,Cloud services,SKU-TRNG-01,Admin Training,5.35,Hour,1869.32,USD,1.0,8703.65,0.0,8703.65,8703.65,Enso UK,EU-Central,Sales,Internal,Net 30,,,Priya Shah
TXN-0005609,Item Receipt,2024-12-25,Dec 2024,ITE-686522,Received,Yes,Dell,1200,Inventory,Inventory receipt,SKU-SUP-PREM,Premium Support,1.79,Month,1405.68,USD,1.0,9810.22,858.39,10668.61,9810.22,Enso UK,US-East,Marketing,Enterprise,,,,Noah Smith
TXN-0005610,Bank Deposit,2024-12-10,Dec 2024,BAN-443382,Deposited,Yes,HP,1000,Checking,Monthly charge,,,,,,USD,1.0,24857.78,0.0,24857.78,24857.78,Enso EU,US-West,HR,Mid-Market,,Credit Card,,Maya Patel
TXN-0005611,Vendor Payment,2024-12-29,Dec 2024,VEN-963155,Processed,Yes,Oracle,5000,COGS,Inventory receipt,,,,,,USD,1.0,14050.58,0.0,14050.58,14050.58,Enso EU,UK-South,Finance,Enterprise,,Wire,,Priya Shah
TXN-0005612,Invoice,2024-12-20,Dec 2024,INV-319741,Partially Paid,Yes,Umbrella Corp,4000,Revenue,Inventory receipt,SKU-ENSO-PRO,Enso Pro License,4.98,Each,366.95,USD,1.0,21376.2,0.0,21376.2,21376.2,Enso UK,US-West,HR,Internal,Net 15,,,
TXN-0005613,Vendor Credit,2024-12-08,Dec 2024,VEN-262516,Open,Yes,Cloudflare,6000,Sales & Marketing,Support plan,SKU-SUP-PREM,Premium Support,5.39,Month,2385.78,USD,1.0,-8775.04,0.0,-8775.04,-8775.04,Enso EU,UK-South,HR,SMB,,,,Noah Smith
TXN-0005614,Transfer,2024-12-03,Dec 2024,TRA-337596,Completed,Yes,Cloudflare,3000,Equity,Hardware purchase,,,,,,USD,1.0,13801.93,0.0,13801.93,13801.93,Enso EU,US-West,Finance,SMB,,,,
TXN-0005615,Bill,2024-12-23,Dec 2024,BIL-574168,Partially Paid,Yes,HP,5000,COGS,Quarterly true-up,SKU-SUP-PREM,Premium Support,5.52,Month,1442.06,USD,1.0,7774.32,0.0,7774.32,7774.32,Enso EU,US-West,Operations,Internal,Net 15,,,Amelia Wong
TXN-0005616,Vendor Payment,2024-12-12,Dec 2024,VEN-501999,Processed,Yes,Stripe,6200,G&A Expense,Hardware purchase,,,,,,USD,1.0,3320.01,0.0,3320.01,3320.01,Enso US,UK-South,R&D,Enterprise,,Credit Card,,Carlos Ortiz
TXN-0005617,Bill,2024-12-15,Dec 2024,BIL-852993,Paid In Full,Yes,Dell,6000,Sales & Marketing,License renewal,SKU-ENSO-TEAM,Enso Team License,3.86,Each,710.32,EUR,1.09,6804.96,595.43,7400.39,7417.41,Enso UK,UK-South,R&D,Internal,Net 30,,,
TXN-0005618,Cash Sale,2024-12-10,Dec 2024,CAS-302902,Paid,Yes,Wayne Inc,4000,Revenue,Promotion credit,SKU-TRNG-01,Admin Training,3.29,Hour,1719.46,USD,1.0,21951.6,0.0,21951.6,21951.6,Enso US,UK-South,HR,SMB,,Wire,,
TXN-0005619,Credit Memo,2024-12-22,Dec 2024,CRE-575526,Applied,Yes,Tyrell Partners,4100,Services Revenue,Inventory receipt,SKU-ENSO-PRO,Enso Pro License,3.51,Each,1922.28,USD,1.0,-12625.47,0.0,-12625.47,-12625.47,Enso US,US-West,HR,Mid-Market,,,,Marcus Johnson
TXN-0005620,Bill,2024-12-14,Dec 2024,BIL-420798,Open,Yes,Accenture,6200,G&A Expense,Monthly charge,SKU-SUP-STD,Standard Support,5.95,Month,1813.91,USD,1.0,14683.87,0.0,14683.87,14683.87,Enso US,UK-South,R&D,Mid-Market,Net 30,,,Sophia Garcia
TXN-0005621,Expense Report,2024-12-16,Dec 2024,EXP-511525,Approved,Yes,Salesforce,6000,Sales & Marketing,Monthly charge,SKU-TRNG-01,Admin Training,2.45,Hour,1736.58,USD,1.0,1494.46,141.97,1636.43,1494.46,Enso UK,US-West,Marketing,Internal,,,,Derrick Cho
TXN-0005622,Invoice,2024-12-30,Dec 2024,INV-327751,Open,Yes,Tyrell LLC,4200,Product Revenue,License renewal,SKU-SUP-STD,Standard Support,4.32,Month,1115.46,USD,1.0,9642.32,916.02,10558.34,9642.32,Enso US,EU-Central,R&D,Internal,Net 30,,,Carlos Ortiz
TXN-0005623,Bill,2024-12-02,Dec 2024,BIL-710446,Partially Paid,Yes,Stripe,6000,Sales & Marketing,Training session,SKU-ENSO-TEAM,Enso Team License,11.43,Each,1423.4,USD,1.0,10172.56,890.1,11062.66,10172.56,Enso UK,UK-South,Operations,SMB,Net 15,,,
TXN-0005624,Bank Deposit,2024-12-05,Dec 2024,BAN-268660,Deposited,Yes,Zoom,2000,Accounts Payable,Hardware purchase,,,,,,EUR,1.09,1446.55,0.0,1446.55,1576.74,Enso UK,EU-Central,Sales,Internal,,ACH,,
TXN-0005625,Cash Sale,2024-12-28,Dec 2024,CAS-407573,Paid,Yes,Vehement Partners,4000,Revenue,Inventory receipt,SKU-ENSO-PRO,Enso Pro License,5.72,Each,2753.45,USD,1.0,9839.62,0.0,9839.62,9839.62,Enso US,US-East,Sales,Mid-Market,,Credit Card,,Sophia Garcia
TXN-0005626,Credit Memo,2024-12-06,Dec 2024,CRE-750454,Open,Yes,Aperture LLC,4000,Revenue,Support plan,SKU-ENSO-PRO,Enso Pro License,2.26,Each,1409.83,USD,1.0,-22214.76,0.0,-22214.76,-22214.76,Enso UK,EU-Central,Operations,Internal,,,,Liam O'Connor
TXN-0005627,Vendor Payment,2024-12-31,Dec 2024,VEN-197302,Processed,Yes,AWS,5000,COGS,Training session,,,,,,USD,1.0,744.76,0.0,744.76,744.76,Enso UK,US-East,Sales,SMB,,ACH,,Priya Shah
TXN-0005628,Bill,2024-12-18,Dec 2024,BIL-981129,Open,Yes,Dell,6100,R&D Expense,Subscription,SKU-TRNG-01,Admin Training,2.31,Hour,1974.64,EUR,1.09,6156.03,307.8,6463.83,6710.07,Enso EU,UK-South,Sales,Enterprise,Net 30,,,Amelia Wong
TXN-0005629,Transfer,2024-12-01,Dec 2024,TRA-303421,Completed,Yes,AWS,5000,COGS,Support plan,,,,,,EUR,1.09,46001.14,0.0,46001.14,50141.24,Enso US,UK-South,Marketing,Internal,,,,Derrick Cho
TXN-0005630,Transfer,2024-12-12,Dec 2024,TRA-286799,Completed,Yes,HP,4200,Product Revenue,License renewal,,,,,,USD,1.0,44245.57,0.0,44245.57,44245.57,Enso EU,US-East,Finance,Mid-Market,,,,Elena Petrova
TXN-0005631,Expense Report,2024-12-05,Dec 2024,EXP-363852,Approved,Yes,AWS,6200,G&A Expense,Training session,SKU-ENSO-TEAM,Enso Team License,3.0,Each,1306.94,USD,1.0,10125.39,506.27,10631.66,10125.39,Enso EU,UK-South,Sales,Enterprise,,,,Elena Petrova
TXN-0005632,Cash Sale,2024-12-23,Dec 2024,CAS-673551,Paid,Yes,Massive Dynamic Inc,4000,Revenue,Promotion credit,SKU-ENSO-PRO,Enso Pro License,5.84,Each,665.97,GBP,1.27,13170.76,0.0,13170.76,16726.87,Enso UK,US-East,Sales,SMB,,Credit Card,,Maya Patel
TXN-0005633,Vendor Credit,2024-12-06,Dec 2024,VEN-263601,Applied,Yes,Cloudflare,6000,Sales & Marketing,Cloud services,SKU-SUP-STD,Standard Support,1.38,Month,1810.96,USD,1.0,-7483.59,0.0,-7483.59,-7483.59,Enso UK,US-East,R&D,SMB,,,,Marcus Johnson
TXN-0005634,Bill,2024-12-06,Dec 2024,BIL-381936,Partially Paid,Yes,Zoom,5000,COGS,Subscription,SKU-ENSO-TEAM,Enso Team License,6.0,Each,686.78,USD,1.0,14449.74,1264.35,15714.09,14449.74,Enso US,EU-Central,Marketing,Enterprise,Due on Receipt,,,Amelia Wong
TXN-0005635,Customer Payment,2024-12-25,Dec 2024,CUS-416926,Deposited,Yes,Initech LLC,4200,Product Revenue,Support plan,,,,,,USD,1.0,2400.34,0.0,2400.34,2400.34,Enso EU,US-West,Finance,Mid-Market,,ACH,,Jane Miller
TXN-0005636,Bill,2024-12-20,Dec 2024,BIL-522781,Partially Paid,Yes,Stripe,6000,Sales & Marketing,Consulting services,SKU-SUP-PREM,Premium Support,6.27,Month,1501.59,USD,1.0,11071.05,553.55,11624.6,11071.05,Enso EU,US-West,HR,Internal,Net 30,,,
TXN-0005637,Invoice,2024-12-01,Dec 2024,INV-145460,Partially Paid,Yes,Cyberdyne Corp,4000,Revenue,Training session,SKU-ENSO-PRO,Enso Pro License,6.25,Each,1735.83,GBP,1.27,4201.77,367.65,4569.42,5336.25,Enso EU,UK-South,Sales,Internal,Net 15,,,Amelia Wong
TXN-0005638,Vendor Payment,2024-12-02,Dec 2024,VEN-105942,Processed,Yes,Accenture,6200,G&A Expense,Cloud services,,,,,,EUR,1.09,13212.52,0.0,13212.52,14401.65,Enso US,UK-South,R&D,Internal,,Check,,Liam O'Connor
TXN-0005639,Bill,2024-12-08,Dec 2024,BIL-706529,Paid In Full,Yes,Cloudflare,6200,G&A Expense,Inventory receipt,SKU-SUP-PREM,Premium Support,8.09,Month,1746.59,USD,1.0,10248.57,512.43,10761.0,10248.57,Enso EU,EU-Central,Sales,Internal,Net 30,,,Derrick Cho
TXN-0005640,Journal Entry,2024-12-27,Dec 2024,JOU-772402,Posted,Yes,HP,5100,Freight Out,Inventory receipt,,,,,,USD,1.0,27950.29,0.0,27950.29,27950.29,Enso EU,US-East,R&D,SMB,,,,
TXN-0005641,Invoice,2024-12-18,Dec 2024,INV-415619,Paid In Full,Yes,Umbrella Partners,4200,Product Revenue,Training session,SKU-TRNG-01,Admin Training,1.0,Hour,1696.88,USD,1.0,8646.4,0.0,8646.4,8646.4,Enso UK,EU-Central,Finance,Enterprise,Net 45,,,Derrick Cho
TXN-0005642,Invoice,2024-12-21,Dec 2024,INV-473920,Paid In Full,Yes,Hooli Partners,4000,Revenue,Monthly charge,SKU-SUP-PREM,Premium Support,4.69,Month,870.22,EUR,1.09,20848.53,1042.43,21890.96,22724.9,Enso EU,US-West,R&D,Internal,Net 45,,,Jane Miller
TXN-0005643,Cash Sale,2024-12-06,Dec 2024,CAS-780818,Paid,Yes,Vehement Partners,4000,Revenue,Training session,SKU-SUP-STD,Standard Support,2.6,Month,1977.31,USD,1.0,23759.38,1187.97,24947.35,23759.38,Enso US,US-West,Marketing,Mid-Market,,Credit Card,,Ethan Brown
TXN-0005644,Transfer,2024-12-21,Dec 2024,TRA-871046,Completed,Yes,Accenture,5000,COGS,Monthly charge,,,,,,USD,1.0,22921.09,0.0,22921.09,22921.09,Enso US,UK-South,HR,Mid-Market,,,,Liam O'Connor
TXN-0005645,Expense Report,2024-12-10,Dec 2024,EXP-746843,Approved,Yes,AWS,6200,G&A Expense,Monthly charge,SKU-SUP-STD,Standard Support,5.37,Month,1025.97,USD,1.0,11554.76,577.74,12132.5,11554.76,Enso EU,US-West,Finance,SMB,,,,Priya Shah
TXN-0005646,Customer Payment,2024-12-07,Dec 2024,CUS-953590,Undeposited,Yes,Initech Partners,4200,Product Revenue,Inventory receipt,,,,,,USD,1.0,20463.06,0.0,20463.06,20463.06,Enso EU,EU-Central,Operations,SMB,,Credit Card,,
TXN-0005647,Item Receipt,2024-12-01,Dec 2024,ITE-404131,Received,Yes,Accenture,1200,Inventory,Quarterly true-up,SKU-TRNG-01,Admin Training,7.97,Hour,84.14,USD,1.0,3427.56,325.62,3753.18,3427.56,Enso UK,US-West,R&D,Internal,,,,Amelia Wong
TXN-0005648,Customer Payment,2024-12-14,Dec 2024,CUS-993139,Undeposited,Yes,Aperture Corp,4200,Product Revenue,Travel & meals,,,,,,USD,1.0,23800.26,0.0,23800.26,23800.26,Enso EU,US-East,Marketing,Mid-Market,,Wire,,Marcus Johnson
TXN-0005649,Journal Entry,2024-12-30,Dec 2024,JOU-425655,Approved,Yes,AWS,3000,Equity,Subscription,,,,,,USD,1.0,26178.73,0.0,26178.73,26178.73,Enso US,UK-South,Operations,Internal,,,,Carlos Ortiz
TXN-0005650,Bill,2024-12-23,Dec 2024,BIL-279720,Partially Paid,Yes,Accenture,6000,Sales & Marketing,Hardware purchase,SKU-TRNG-01,Admin Training,2.6,Hour,736.86,USD,1.0,5063.23,443.03,5506.26,5063.23,Enso UK,US-West,R&D,Enterprise,Net 45,,,Carlos Ortiz
TXN-0005651,Expense Report,2024-12-14,Dec 2024,EXP-621450,Paid,Yes,Zoom,6200,G&A Expense,Inventory receipt,SKU-ENSO-TEAM,Enso Team License,3.58,Each,1225.03,USD,1.0,9551.23,835.73,10386.96,9551.23,Enso UK,US-West,R&D,Enterprise,,,,Derrick Cho
TXN-0005652,Vendor Payment,2024-12-21,Dec 2024,VEN-504876,Processed,Yes,KPMG,5000,COGS,Hardware purchase,,,,,,USD,1.0,1818.88,0.0,1818.88,1818.88,Enso UK,EU-Central,R&D,Enterprise,,Wire,,Priya Shah
TXN-0005653,Invoice,2024-12-07,Dec 2024,INV-204121,Open,Yes,Cyberdyne Inc,4200,Product Revenue,Hardware purchase,SKU-ENSO-PRO,Enso Pro License,1.0,Each,1116.36,EUR,1.09,5974.55,522.77,6497.32,6512.26,Enso UK,US-East,Sales,Enterprise,Due on Receipt,,,Elena Petrova
TXN-0005654,Customer Payment,2024-12-27,Dec 2024,CUS-248335,Deposited,Yes,Umbrella Inc,4000,Revenue,Cloud services,,,,,,USD,1.0,14038.44,0.0,14038.44,14038.44,Enso US,US-East,R&D,Internal,,Check,,Elena Petrova
TXN-0005655,Expense Report,2024-12-28,Dec 2024,EXP-624661,Paid,Yes,AWS,5000,COGS,Consulting services,SKU-TRNG-01,Admin Training,6.42,Hour,1912.2,USD,1.0,5860.19,512.77,6372.96,5860.19,Enso US,US-East,R&D,Internal,,,,Elena Petrova
TXN-0005656,Bill,2024-12-02,Dec 2024,BIL-581340,Partially Paid,Yes,Cisco,6000,Sales & Marketing,Promotion credit,SKU-SUP-STD,Standard Support,7.3,Month,1407.48,USD,1.0,13722.57,686.13,14408.7,13722.57,Enso US,UK-South,HR,SMB,Net 45,,,Priya Shah
TXN-0005657,Customer Payment,2024-12-10,Dec 2024,CUS-759164,Undeposited,Yes,Tyrell Corp,4000,Revenue,Hardware purchase,,,,,,USD,1.0,4676.4,0.0,4676.4,4676.4,Enso EU,US-East,Operations,Mid-Market,,ACH,,Elena Petrova
TXN-0005658,Bill,2024-12-29,Dec 2024,BIL-187957,Open,Yes,HP,6100,R&D Expense,Inventory receipt,SKU-SUP-STD,Standard Support,5.73,Month,1410.72,USD,1.0,3475.16,304.08,3779.24,3475.16,Enso EU,US-West,HR,Enterprise,Net 45,,,Sophia Garcia
TXN-0005659,Invoice,2024-12-04,Dec 2024,INV-808291,Partially Paid,Yes,Globex LLC,4000,Revenue,Consulting services,SKU-TRNG-01,Admin Training,5.88,Hour,1049.13,USD,1.0,9457.04,0.0,9457.04,9457.04,Enso US,US-East,R&D,Mid-Market,Net 15,,,
TXN-0005660,Customer Payment,2024-12-16,Dec 2024,CUS-183640,Deposited,Yes,Wonka LLC,4100,Services Revenue,Inventory receipt,,,,,,USD,1.0,13607.16,0.0,13607.16,13607.16,Enso US,UK-South,Finance,Internal,,Check,,Sophia Garcia
TXN-0005661,Bill,2024-12-23,Dec 2024,BIL-146585,Paid In Full,Yes,KPMG,6200,G&A Expense,Quarterly true-up,SKU-SUP-PREM,Premium Support,4.07,Month,1681.47,GBP,1.27,8033.65,401.68,8435.33,10202.74,Enso EU,UK-South,HR,Mid-Market,Net 30,,,Liam O'Connor
TXN-0005662,Credit Memo,2024-12-20,Dec 2024,CRE-546676,Open,Yes,Pied Piper Inc,4200,Product Revenue,Promotion credit,SKU-TRNG-01,Admin Training,8.77,Hour,1768.95,USD,1.0,-2177.42,0.0,-2177.42,-2177.42,Enso EU,EU-Central,Finance,Internal,,,,Marcus Johnson
TXN-0005663,Invoice,2024-12-28,Dec 2024,INV-718041,Open,Yes,Acme Corp,4000,Revenue,Support plan,SKU-SUP-STD,Standard Support,2.51,Month,1176.85,USD,1.0,1259.04,62.95,1321.99,1259.04,Enso US,UK-South,Sales,Mid-Market,Due on Receipt,,,Marcus Johnson
