Transaction ID,Type,Date,Period,Document Number,Status,Posting,Entity,Account Number,Account Name,Memo,Item,Item Description,Quantity,Unit of Measure,Unit Price,Currency,Exchange Rate to USD,Amount (Foreign),Tax Amount (Foreign),Net Amount (Foreign),Amount (USD),Subsidiary,Location,Department,Class,Terms,Payment Method,Created From
TXN-0000022,Credit Memo,2024-01-13,Jan 2024,CRE-195528,Open,Yes,Massive Dynamic Corp,4200,Product Revenue,Support plan,SKU-ENSO-PRO,Enso Pro License,1.41,Each,1589.58,USD,1.0,-4451.16,0.0,-4451.16,-4451.16,Enso EU,EU-Central,Sales,Mid-Market,,,
TXN-0000023,Vendor Payment,2024-01-03,Jan 2024,VEN-910558,Processed,Yes,AWS,6000,Sales & Marketing,Cloud services,,,,,,USD,1.0,6803.11,0.0,6803.11,6803.11,Enso US,US-West,Operations,Enterprise,,ACH,
TXN-0000024,Bank Deposit,2024-01-16,Jan 2024,BAN-249592,Deposited,Yes,KPMG,5200,Merchant Fees,Inventory receipt,,,,,,USD,1.0,18154.45,0.0,18154.45,18154.45,Enso US,UK-South,Marketing,Mid-Market,,Check,
TXN-0000025,Invoice,2024-01-12,Jan 2024,INV-963722,Partially Paid,Yes,Acme Corp,4200,Product Revenue,Cloud services,SKU-ENSO-PRO,Enso Pro License,1.03,Each,402.2,USD,1.0,22760.23,1991.52,24751.75,22760.23,Enso EU,EU-Central,Operations,Enterprise,Net 15,,
TXN-0000026,Vendor Payment,2024-01-03,Jan 2024,VEN-545558,Processed,Yes,Oracle,6000,Sales & Marketing,License renewal,,,,,,USD,1.0,11725.51,0.0,11725.51,11725.51,Enso UK,US-West,Finance,Internal,,Wire,
TXN-0000027,Invoice,2024-01-22,Jan 2024,INV-335025,Open,Yes,Pied Piper Partners,4000,Revenue,Promotion credit,SKU-SUP-PREM,Premium Support,2.2,Month,1035.65,EUR,1.09,2861.58,271.85,3133.43,3119.12,Enso UK,UK-South,HR,Mid-Market,Due on Receipt,,
TXN-0000028,Vendor Payment,2024-01-23,Jan 2024,VEN-502320,Processed,Yes,AWS,6100,R&D Expense,Training session,,,,,,USD,1.0,4728.16,0.0,4728.16,4728.16,Enso EU,US-East,HR,SMB,,Wire,
TXN-0000029,Bill,2024-01-28,Jan 2024,BIL-827793,Paid In Full,Yes,Fastly,5000,COGS,Hardware purchase,SKU-ENSO-TEAM,Enso Team License,3.22,Each,43.15,USD,1.0,11426.09,1085.48,12511.57,11426.09,Enso EU,UK-South,HR,Internal,Net 15,,
TXN-0000030,Item Receipt,2024-01-18,Jan 2024,ITE-543485,Received,Yes,Google Cloud,1200,Inventory,Cloud services,SKU-SUP-PREM,Premium Support,5.7,Month,1217.48,USD,1.0,11806.73,1033.09,12839.82,11806.73,Enso EU,US-East,Sales,Mid-Market,,,
TXN-0000031,Vendor Payment,2024-01-23,Jan 2024,VEN-185225,Processed,Yes,Stripe,6100,R&D Expense,Hardware purchase,,,,,,USD,1.0,815.89,0.0,815.89,815.89,Enso EU,UK-South,Operations,SMB,,Credit Card,
TXN-0000032,Expense Report,2024-01-21,Jan 2024,EXP-261510,Paid,Yes,Microsoft,6100,R&D Expense,Monthly charge,SKU-TRNG-01,Admin Training,7.51,Hour,1485.5,USD,1.0,1730.36,164.38,1894.74,1730.36,Enso UK,US-West,Operations,Enterprise,,,
TXN-0000033,Bank Deposit,2024-01-16,Jan 2024,BAN-257666,Deposited,Yes,KPMG,6100,R&D Expense,Monthly charge,,,,,,EUR,1.09,29094.95,0.0,29094.95,31713.5,Enso UK,US-East,Operations,Internal,,Credit Card,
TXN-0000034,Credit Memo,2024-01-19,Jan 2024,CRE-502333,Applied,Yes,Tyrell Inc,4200,Product Revenue,Cloud services,SKU-SUP-PREM,Premium Support,6.91,Month,1022.22,EUR,1.09,-23984.7,0.0,-23984.7,-26143.32,Enso EU,UK-South,Sales,Mid-Market,,,
TXN-0000035,Invoice,2024-01-11,Jan 2024,INV-476339,Paid In Full,Yes,Tyrell Corp,4200,Product Revenue,Quarterly true-up,SKU-SUP-PREM,Premium Support,5.94,Month,1870.5,USD,1.0,12423.13,1087.02,13510.15,12423.13,Enso US,UK-South,R&D,Mid-Market,Net 45,,
TXN-0000036,Invoice,2024-01-15,Jan 2024,INV-704010,Paid In Full,Yes,Massive Dynamic LLC,4200,Product Revenue,Quarterly true-up,SKU-ENSO-TEAM,Enso Team License,6.24,Each,408.37,USD,1.0,12100.49,1149.55,13250.04,12100.49,Enso US,US-East,R&D,Internal,Net 15,,
TXN-0000037,Customer Payment,2024-01-16,Jan 2024,CUS-826836,Deposited,Yes,Cyberdyne Inc,4200,Product Revenue,Consulting services,,,,,,USD,1.0,11253.33,0.0,11253.33,11253.33,Enso UK,UK-South,Sales,SMB,,Check,
TXN-0000038,Vendor Credit,2024-01-09,Jan 2024,VEN-356102,Applied,Yes,Stripe,6000,Sales & Marketing,Monthly charge,SKU-ENSO-TEAM,Enso Team License,8.2,Each,1325.64,USD,1.0,-2275.69,0.0,-2275.69,-2275.69,Enso UK,US-West,Operations,Mid-Market,,,
TXN-0000039,Invoice,2024-01-01,Jan 2024,INV-371961,Open,Yes,Tyrell Inc,4100,Services Revenue,Consulting services,SKU-TRNG-01,Admin Training,1.0,Hour,810.95,USD,1.0,7390.23,0.0,7390.23,7390.23,Enso UK,EU-Central,R&D,SMB,Net 30,,
TXN-0000040,Invoice,2024-01-18,Jan 2024,INV-319485,Partially Paid,Yes,Massive Dynamic LLC,4100,Services Revenue,Consulting services,SKU-SUP-PREM,Premium Support,10.3,Month,1304.22,USD,1.0,3139.65,0.0,3139.65,3139.65,Enso US,US-West,R&D,Enterprise,Net 15,,
TXN-0000041,Invoice,2024-01-21,Jan 2024,INV-653177,Paid In Full,Yes,Cyberdyne Inc,4100,Services Revenue,Inventory receipt,SKU-ENSO-TEAM,Enso Team License,1.45,Each,427.91,USD,1.0,14093.89,1338.92,15432.81,14093.89,Enso UK,UK-South,Finance,Internal,Net 45,,
TXN-0000042,Invoice,2024-01-29,Jan 2024,INV-592122,Paid In Full,Yes,Tyrell Corp,4000,Revenue,Support plan,SKU-SUP-PREM,Premium Support,2.54,Month,1870.79,GBP,1.27,8269.9,785.64,9055.54,10502.77,Enso US,UK-South,Finance,Internal,Net 30,,
TXN-0000043,Bill,2024-01-12,Jan 2024,BIL-282464,Partially Paid,Yes,Accenture,6200,G&A Expense,Promotion credit,SKU-ENSO-TEAM,Enso Team License,6.15,Each,1074.69,USD,1.0,3988.28,348.97,4337.25,3988.28,Enso US,US-East,Sales,SMB,Due on Receipt,,
TXN-0000044,Credit Memo,2024-01-30,Jan 2024,CRE-992243,Open,Yes,Acme Inc,4200,Product Revenue,License renewal,SKU-SUP-PREM,Premium Support,6.34,Month,836.01,USD,1.0,-11159.88,0.0,-11159.88,-11159.88,Enso US,EU-Central,Sales,SMB,,,
TXN-0000045,Vendor Payment,2024-01-30,Jan 2024,VEN-972435,Processed,Yes,Salesforce,5000,COGS,Travel & meals,,,,,,USD,1.0,13383.73,0.0,13383.73,13383.73,Enso UK,US-East,HR,Mid-Market,,Wire,
TXN-0000046,Customer Payment,2024-01-31,Jan 2024,CUS-301075,Deposited,Yes,Umbrella Inc,4100,Services Revenue,Subscription,,,,,,USD,1.0,19414.3,0.0,19414.3,19414.3,Enso US,US-East,HR,Mid-Market,,Check,
TXN-0000047,Vendor Payment,2024-01-28,Jan 2024,VEN-402024,Processed,Yes,Microsoft,6200,G&A Expense,Cloud services,,,,,,GBP,1.27,11252.49,0.0,11252.49,14290.66,Enso US,UK-South,R&D,SMB,,ACH,
TXN-0000048,Cash Sale,2024-01-21,Jan 2024,CAS-441991,Paid,Yes,Wayne Inc,4100,Services Revenue,Hardware purchase,SKU-SUP-STD,Standard Support,1.33,Month,105.47,USD,1.0,3507.57,333.22,3840.79,3507.57,Enso US,UK-South,Marketing,Mid-Market,,ACH,
TXN-0000049,Customer Payment,2024-01-09,Jan 2024,CUS-160878,Undeposited,Yes,Cyberdyne Partners,4100,Services Revenue,Quarterly true-up,,,,,,EUR,1.09,15184.88,0.0,15184.88,16551.52,Enso EU,US-West,Operations,Mid-Market,,ACH,
TXN-0000050,Item Receipt,2024-01-26,Jan 2024,ITE-747933,Received,Yes,Zoom,1200,Inventory,Inventory receipt,SKU-TRNG-01,Admin Training,9.22,Hour,484.22,USD,1.0,15614.88,0.0,15614.88,15614.88,Enso UK,US-East,Finance,SMB,,,
TXN-0000051,Bank Deposit,2024-01-28,Jan 2024,BAN-388375,Deposited,Yes,KPMG,1000,Checking,Quarterly true-up,,,,,,USD,1.0,795.42,0.0,795.42,795.42,Enso US,US-East,Finance,Internal,,Credit Card,
TXN-0000052,Bill,2024-01-31,Jan 2024,BIL-256850,Paid In Full,Yes,Cloudflare,6100,R&D Expense,Hardware purchase,SKU-SUP-PREM,Premium Support,5.27,Month,1715.15,USD,1.0,2003.12,100.16,2103.28,2003.12,Enso US,UK-South,HR,Internal,Net 15,,
TXN-0000053,Cash Sale,2024-01-08,Jan 2024,CAS-366881,Paid,Yes,Wayne Partners,4200,Product Revenue,Cloud services,SKU-TRNG-01,Admin Training,2.47,Hour,224.95,USD,1.0,5394.5,0.0,5394.5,5394.5,Enso EU,US-West,Sales,Enterprise,,Wire,
TXN-0000054,Cash Sale,2024-01-16,Jan 2024,CAS-877882,Paid,Yes,Massive Dynamic Partners,4000,Revenue,Cloud services,SKU-ENSO-PRO,Enso Pro License,7.75,Each,138.89,EUR,1.09,3710.91,324.7,4035.61,4044.89,Enso US,US-East,Finance,SMB,,Check,
TXN-0000055,Bill,2024-01-25,Jan 2024,BIL-490451,Partially Paid,Yes,Dell,6200,G&A Expense,Travel & meals,SKU-SUP-PREM,Premium Support,6.47,Month,812.66,USD,1.0,4654.04,0.0,4654.04,4654.04,Enso EU,EU-Central,R&D,Internal,Net 15,,
TXN-0000056,Expense Report,2024-01-04,Jan 2024,EXP-218994,Approved,Yes,Oracle,6000,Sales & Marketing,Subscription,SKU-TRNG-01,Admin Training,6.61,Hour,2269.92,USD,1.0,4439.4,221.97,4661.37,4439.4,Enso UK,US-West,Marketing,Enterprise,,,
TXN-0000057,Vendor Credit,2024-01-16,Jan 2024,VEN-964255,Applied,Yes,Microsoft,6000,Sales & Marketing,Training session,SKU-ENSO-PRO,Enso Pro License,4.33,Each,1394.0,USD,1.0,-9582.83,0.0,-9582.83,-9582.83,Enso UK,US-East,R&D,Enterprise,,,
TXN-0000058,Cash Sale,2024-01-29,Jan 2024,CAS-856713,Paid,Yes,Massive Dynamic LLC,4200,Product Revenue,Support plan,SKU-ENSO-PRO,Enso Pro License,5.27,Each,1382.58,USD,1.0,24172.68,1208.63,25381.31,24172.68,Enso EU,UK-South,Sales,SMB,,Check,
TXN-0000059,Customer Payment,2024-01-04,Jan 2024,CUS-249373,Deposited,Yes,Cyberdyne Partners,4200,Product Revenue,Hardware purchase,,,,,,USD,1.0,11950.85,0.0,11950.85,11950.85,Enso UK,US-East,Operations,Enterprise,,ACH,
TXN-0000060,Cash Sale,2024-01-19,Jan 2024,CAS-670870,Paid,Yes,Cyberdyne LLC,4100,Services Revenue,Consulting services,SKU-TRNG-01,Admin Training,5.95,Hour,2164.68,USD,1.0,20821.0,1041.05,21862.05,20821.0,Enso US,EU-Central,Marketing,Enterprise,,Credit Card,
TXN-0000061,Bank Deposit,2024-01-25,Jan 2024,BAN-325461,Deposited,Yes,Dell,2000,Accounts Payable,Monthly charge,,,,,,USD,1.0,30340.19,0.0,30340.19,30340.19,Enso UK,UK-South,R&D,Internal,,Credit Card,
TXN-0000062,Invoice,2024-01-25,Jan 2024,INV-939900,Paid In Full,Yes,Globex Inc,4000,Revenue,Travel & meals,SKU-SUP-PREM,Premium Support,11.63,Month,776.45,USD,1.0,9667.51,483.38,10150.89,9667.51,Enso US,US-West,Operations,SMB,Due on Receipt,,
TXN-0000063,Invoice,2024-01-27,Jan 2024,INV-933824,Partially Paid,Yes,Wayne Inc,4200,Product Revenue,Training session,SKU-TRNG-01,Admin Training,4.72,Hour,206.18,USD,1.0,11620.47,0.0,11620.47,11620.47,Enso EU,UK-South,HR,SMB,Net 30,,
TXN-0000064,Invoice,2024-01-14,Jan 2024,INV-577914,Partially Paid,Yes,Globex LLC,4000,Revenue,Quarterly true-up,SKU-SUP-STD,Standard Support,1.14,Month,322.57,USD,1.0,20505.93,0.0,20505.93,20505.93,Enso US,US-East,HR,SMB,Due on Receipt,,
TXN-0000065,Invoice,2024-01-08,Jan 2024,INV-963228,Partially Paid,Yes,Umbrella Corp,4000,Revenue,Hardware purchase,SKU-SUP-PREM,Premium Support,1.49,Month,905.4,USD,1.0,4081.24,0.0,4081.24,4081.24,Enso US,US-West,Operations,Mid-Market,Net 30,,
TXN-0000066,Bill,2024-01-04,Jan 2024,BIL-273071,Partially Paid,Yes,Google Cloud,5000,COGS,Quarterly true-up,SKU-ENSO-PRO,Enso Pro License,2.04,Each,1003.78,USD,1.0,13830.36,1313.88,15144.24,13830.36,Enso UK,EU-Central,HR,Enterprise,Net 45,,
TXN-0000067,Vendor Credit,2024-01-26,Jan 2024,VEN-638703,Open,Yes,Zoom,6100,R&D Expense,Quarterly true-up,SKU-TRNG-01,Admin Training,3.87,Hour,1092.94,USD,1.0,-1909.25,0.0,-1909.25,-1909.25,Enso EU,US-East,Finance,Enterprise,,,
TXN-0000068,Vendor Payment,2024-01-06,Jan 2024,VEN-586255,Processed,Yes,Cloudflare,5000,COGS,Travel & meals,,,,,,USD,1.0,990.05,0.0,990.05,990.05,Enso UK,US-East,Sales,Internal,,Check,
TXN-0000069,Vendor Payment,2024-01-01,Jan 2024,VEN-486333,Processed,Yes,Deloitte,6100,R&D Expense,Quarterly true-up,,,,,,USD,1.0,4906.27,0.0,4906.27,4906.27,Enso UK,US-West,HR,SMB,,Credit Card,
TXN-0000070,Credit Memo,2024-01-19,Jan 2024,CRE-985979,Applied,Yes,Stark Corp,4200,Product Revenue,Training session,SKU-SUP-STD,Standard Support,5.0,Month,622.75,USD,1.0,-1565.14,0.0,-1565.14,-1565.14,Enso UK,US-East,R&D,Mid-Market,,,
TXN-0000071,Customer Payment,2024-01-16,Jan 2024,CUS-543774,Undeposited,Yes,Massive Dynamic Corp,4000,Revenue,Consulting services,,,,,,USD,1.0,14495.2,0.0,14495.2,14495.2,Enso EU,EU-Central,HR,SMB,,Wire,
TXN-0000072,Vendor Payment,2024-01-06,Jan 2024,VEN-953955,Processed,Yes,Google Cloud,6000,Sales & Marketing,Travel & meals,,,,,,EUR,1.09,12535.19,0.0,12535.19,13663.36,Enso US,UK-South,HR,SMB,,Check,
TXN-0000073,Vendor Payment,2024-01-13,Jan 2024,VEN-196067,Processed,Yes,Deloitte,5000,COGS,Promotion credit,,,,,,USD,1.0,12684.91,0.0,12684.91,12684.91,Enso EU,EU-Central,Operations,Mid-Market,,ACH,
TXN-0000074,Cash Sale,2024-01-02,Jan 2024,CAS-820626,Paid,Yes,Aperture Partners,4000,Revenue,License renewal,SKU-ENSO-PRO,Enso Pro License,1.67,Each,822.78,USD,1.0,19597.2,1861.73,21458.93,19597.2,Enso US,US-East,Finance,SMB,,Credit Card,
TXN-0000075,Credit Memo,2024-01-28,Jan 2024,CRE-665036,Open,Yes,Acme Partners,4000,Revenue,License renewal,SKU-TRNG-01,Admin Training,4.12,Hour,1117.21,USD,1.0,-13633.67,0.0,-13633.67,-13633.67,Enso EU,UK-South,HR,Internal,,,
TXN-0000076,Vendor Payment,2024-01-20,Jan 2024,VEN-390774,Processed,Yes,Oracle,6200,G&A Expense,Consulting services,,,,,,USD,1.0,5899.32,0.0,5899.32,5899.32,Enso UK,US-East,Operations,SMB,,Wire,
TXN-0000077,Bill,2024-01-16,Jan 2024,BIL-717548,Paid In Full,Yes,Oracle,6200,G&A Expense,Support plan,SKU-SUP-PREM,Premium Support,5.89,Month,902.47,GBP,1.27,7272.58,690.9,7963.48,9236.18,Enso EU,US-West,Marketing,Mid-Market,Net 45,,
TXN-0000078,Bill,2024-01-20,Jan 2024,BIL-248608,Open,Yes,Cloudflare,6100,R&D Expense,License renewal,SKU-SUP-PREM,Premium Support,10.18,Month,27.09,EUR,1.09,5622.61,281.13,5903.74,6128.64,Enso EU,US-East,Sales,Internal,Due on Receipt,,
TXN-0000079,Bill,2024-01-13,Jan 2024,BIL-763249,Partially Paid,Yes,Deloitte,5000,COGS,Hardware purchase,SKU-SUP-PREM,Premium Support,4.82,Month,357.68,USD,1.0,4593.77,0.0,4593.77,4593.77,Enso UK,UK-South,Finance,SMB,Net 30,,
TXN-0000080,Invoice,2024-01-11,Jan 2024,INV-813475,Partially Paid,Yes,Tyrell Partners,4100,Services Revenue,Hardware purchase,SKU-SUP-PREM,Premium Support,6.75,Month,2585.85,USD,1.0,8544.85,427.24,8972.09,8544.85,Enso EU,UK-South,Operations,Enterprise,Net 45,,
TXN-0000081,Invoice,2024-01-30,Jan 2024,INV-514446,Partially Paid,Yes,Stark Inc,4100,Services Revenue,Travel & meals,SKU-SUP-PREM,Premium Support,10.23,Month,1551.19,USD,1.0,20207.6,1919.72,22127.32,20207.6,Enso US,US-West,R&D,Enterprise,Due on Receipt,,
TXN-0000082,Journal Entry,2024-01-17,Jan 2024,JOU-597733,Posted,Yes,Zoom,4000,Revenue,Hardware purchase,,,,,,USD,1.0,36771.17,0.0,36771.17,36771.17,Enso UK,UK-South,Marketing,Internal,,,
TXN-0000083,Journal Entry,2024-01-17,Jan 2024,JOU-131632,Posted,Yes,Microsoft,1200,Inventory,Cloud services,,,,,,USD,1.0,30757.55,0.0,30757.55,30757.55,Enso US,UK-South,Finance,Enterprise,,,
TXN-0000084,Bill,2024-01-07,Jan 2024,BIL-672596,Paid In Full,Yes,Accenture,6000,Sales & Marketing,Quarterly true-up,SKU-TRNG-01,Admin Training,10.46,Hour,1784.62,USD,1.0,14051.91,1334.93,15386.84,14051.91,Enso UK,EU-Central,R&D,SMB,Net 30,,
TXN-0000085,Vendor Payment,2024-01-03,Jan 2024,VEN-751074,Processed,Yes,KPMG,6200,G&A Expense,Promotion credit,,,,,,USD,1.0,8986.49,0.0,8986.49,8986.49,Enso US,EU-Central,Finance,SMB,,Credit Card,
TXN-0000086,Cash Sale,2024-01-05,Jan 2024,CAS-500667,Paid,Yes,Acme Partners,4000,Revenue,Training session,SKU-ENSO-TEAM,Enso Team License,2.9,Each,389.03,EUR,1.09,6707.89,637.25,7345.14,7311.6,Enso EU,EU-Central,R&D,Internal,,Wire,
TXN-0000087,Bill,2024-01-25,Jan 2024,BIL-749670,Open,Yes,Stripe,6100,R&D Expense,Monthly charge,SKU-ENSO-PRO,Enso Pro License,2.99,Each,1449.61,USD,1.0,8561.27,749.11,9310.38,8561.27,Enso UK,EU-Central,Finance,Mid-Market,Net 30,,
TXN-0000088,Vendor Payment,2024-01-19,Jan 2024,VEN-107068,Processed,Yes,Oracle,6100,R&D Expense,Travel & meals,,,,,,USD,1.0,11506.07,0.0,11506.07,11506.07,Enso US,US-East,Marketing,Internal,,ACH,
TXN-0000089,Journal Entry,2024-01-18,Jan 2024,JOU-928105,Posted,Yes,Fastly,1100,Accounts Receivable,Cloud services,,,,,,USD,1.0,46568.69,0.0,46568.69,46568.69,Enso US,EU-Central,Marketing,Enterprise,,,
TXN-0000090,Customer Payment,2024-01-25,Jan 2024,CUS-860538,Deposited,Yes,Acme Partners,4000,Revenue,Subscription,,,,,,USD,1.0,16617.65,0.0,16617.65,16617.65,Enso US,UK-South,Operations,SMB,,ACH,
TXN-0000091,Vendor Credit,2024-01-04,Jan 2024,VEN-755929,Open,Yes,Google Cloud,6100,R&D Expense,Monthly charge,SKU-ENSO-PRO,Enso Pro License,3.29,Each,1851.01,USD,1.0,-5137.84,0.0,-5137.84,-5137.84,Enso US,UK-South,Marketing,SMB,,,
TXN-0000092,Bill,2024-01-13,Jan 2024,BIL-764407,Partially Paid,Yes,AWS,6000,Sales & Marketing,Subscription,SKU-ENSO-TEAM,Enso Team License,5.7,Each,1416.27,USD,1.0,5590.04,489.13,6079.17,5590.04,Enso EU,UK-South,HR,Mid-Market,Net 15,,
TXN-0000093,Journal Entry,2024-01-28,Jan 2024,JOU-578976,Approved,Yes,Cisco,6000,Sales & Marketing,Hardware purchase,,,,,,USD,1.0,46812.76,0.0,46812.76,46812.76,Enso US,UK-South,HR,SMB,,,
TXN-0000094,Bill,2024-01-10,Jan 2024,BIL-599511,Partially Paid,Yes,Accenture,6100,R&D Expense,Monthly charge,SKU-TRNG-01,Admin Training,4.62,Hour,2385.16,USD,1.0,8384.3,419.22,8803.52,8384.3,Enso EU,US-East,Finance,Enterprise,Due on Receipt,,
TXN-0000095,Vendor Payment,2024-01-14,Jan 2024,VEN-954158,Processed,Yes,Zoom,6000,Sales & Marketing,Support plan,,,,,,USD,1.0,5770.12,0.0,5770.12,5770.12,Enso EU,US-West,Sales,Mid-Market,,Check,
TXN-0000096,Credit Memo,2024-01-30,Jan 2024,CRE-686725,Open,Yes,Stark Corp,4200,Product Revenue,Subscription,SKU-SUP-PREM,Premium Support,7.57,Month,1873.46,USD,1.0,-3402.73,0.0,-3402.73,-3402.73,Enso UK,EU-Central,HR,SMB,,,
TXN-0000097,Invoice,2024-01-31,Jan 2024,INV-343870,Open,Yes,Acme Partners,4200,Product Revenue,Consulting services,SKU-SUP-STD,Standard Support,4.38,Month,402.82,USD,1.0,14912.32,1416.67,16328.99,14912.32,Enso EU,UK-South,R&D,Internal,Net 30,,
