Transaction ID,Type,Date,Period,Document Number,Status,Posting,Entity,Account Number,Account Name,Memo,Item,Item Description,Quantity,Unit of Measure,Unit Price,Currency,Exchange Rate to USD,Amount (Foreign),Tax Amount (Foreign),Net Amount (Foreign),Amount (USD),Subsidiary,Location,Department,Class,Terms,Payment Method,Created From
TXN-0004153,Bill,2024-09-28,Sep 2024,BIL-940773,Partially Paid,Yes,Fastly,6200,G&A Expense,Inventory receipt,SKU-SUP-PREM,Premium Support,3.66,Month,1239.18,USD,1.0,8374.61,0.0,8374.61,8374.61,Enso US,UK-South,Finance,Enterprise,Net 45,,
TXN-0004154,Invoice,2024-09-21,Sep 2024,INV-620053,Open,Yes,Vehement Partners,4100,Services Revenue,Support plan,SKU-ENSO-TEAM,Enso Team License,5.85,Each,1056.6,USD,1.0,16460.48,0.0,16460.48,16460.48,Enso US,UK-South,Marketing,Enterprise,Net 30,,
TXN-0004155,Expense Report,2024-09-22,Sep 2024,EXP-496827,Paid,Yes,Deloitte,6000,Sales & Marketing,Promotion credit,SKU-ENSO-TEAM,Enso Team License,3.49,Each,1237.28,USD,1.0,12395.75,619.79,13015.54,12395.75,Enso US,US-West,HR,Internal,,,
TXN-0004156,Customer Payment,2024-09-09,Sep 2024,CUS-639135,Deposited,Yes,Wonka Corp,4100,Services Revenue,Inventory receipt,,,,,,USD,1.0,10350.33,0.0,10350.33,10350.33,Enso US,UK-South,R&D,Mid-Market,,Credit Card,
TXN-0004157,Invoice,2024-09-26,Sep 2024,INV-682900,Partially Paid,Yes,Initech Inc,4000,Revenue,Cloud services,SKU-SUP-STD,Standard Support,8.43,Month,1099.5,USD,1.0,10369.83,518.49,10888.32,10369.83,Enso EU,EU-Central,Finance,SMB,Net 30,,
TXN-0004158,Bill,2024-09-11,Sep 2024,BIL-789958,Paid In Full,Yes,AWS,5000,COGS,Inventory receipt,SKU-ENSO-PRO,Enso Pro License,4.19,Each,1534.68,USD,1.0,2632.17,230.31,2862.48,2632.17,Enso US,EU-Central,R&D,Enterprise,Due on Receipt,,
TXN-0004159,Customer Payment,2024-09-09,Sep 2024,CUS-703701,Undeposited,Yes,Cyberdyne LLC,4000,Revenue,License renewal,,,,,,USD,1.0,10468.6,0.0,10468.6,10468.6,Enso EU,US-West,HR,Enterprise,,ACH,
TXN-0004160,Journal Entry,2024-09-08,Sep 2024,JOU-138315,Posted,Yes,Microsoft,2000,Accounts Payable,Cloud services,,,,,,USD,1.0,31291.83,0.0,31291.83,31291.83,Enso EU,US-East,Operations,SMB,,,
TXN-0004161,Invoice,2024-09-24,Sep 2024,INV-773015,Open,Yes,Stark Inc,4000,Revenue,Training session,SKU-ENSO-TEAM,Enso Team License,4.49,Each,193.84,USD,1.0,19216.47,1681.44,20897.91,19216.47,Enso UK,UK-South,Finance,Internal,Net 30,,
TXN-0004162,Cash Sale,2024-09-24,Sep 2024,CAS-556781,Paid,Yes,Acme Inc,4000,Revenue,Subscription,SKU-ENSO-PRO,Enso Pro License,1.88,Each,746.08,USD,1.0,22255.66,2114.29,24369.95,22255.66,Enso US,US-West,HR,Mid-Market,,Credit Card,
TXN-0004163,Bill,2024-09-01,Sep 2024,BIL-663840,Partially Paid,Yes,Stripe,6100,R&D Expense,Subscription,SKU-TRNG-01,Admin Training,2.87,Hour,2438.32,USD,1.0,7233.89,0.0,7233.89,7233.89,Enso US,US-East,Sales,Enterprise,Net 45,,
TXN-0004164,Bill,2024-09-03,Sep 2024,BIL-362006,Partially Paid,Yes,KPMG,6000,Sales & Marketing,Consulting services,SKU-TRNG-01,Admin Training,1.5,Hour,598.69,USD,1.0,9727.0,924.06,10651.06,9727.0,Enso US,EU-Central,Sales,SMB,Net 45,,
TXN-0004165,Invoice,2024-09-12,Sep 2024,INV-700307,Paid In Full,Yes,Cyberdyne Partners,4100,Services Revenue,Monthly charge,SKU-TRNG-01,Admin Training,6.72,Hour,2280.92,USD,1.0,24041.58,2103.64,26145.22,24041.58,Enso EU,US-East,R&D,Enterprise,Net 15,,
TXN-0004166,Bill,2024-09-29,Sep 2024,BIL-526924,Open,Yes,Google Cloud,6200,G&A Expense,Inventory receipt,SKU-SUP-PREM,Premium Support,1.0,Month,1005.54,USD,1.0,1083.5,54.18,1137.68,1083.5,Enso US,US-West,Finance,Enterprise,Due on Receipt,,
TXN-0004167,Bill,2024-09-21,Sep 2024,BIL-943142,Paid In Full,Yes,Accenture,6000,Sales & Marketing,Inventory receipt,SKU-ENSO-PRO,Enso Pro License,10.26,Each,2055.23,USD,1.0,765.2,66.96,832.16,765.2,Enso US,UK-South,Sales,Internal,Net 15,,
TXN-0004168,Bill,2024-09-10,Sep 2024,BIL-776958,Open,Yes,Zoom,6000,Sales & Marketing,Hardware purchase,SKU-TRNG-01,Admin Training,5.29,Hour,968.75,USD,1.0,4064.95,203.25,4268.2,4064.95,Enso UK,UK-South,Operations,Internal,Net 15,,
TXN-0004169,Invoice,2024-09-19,Sep 2024,INV-631214,Open,Yes,Cyberdyne LLC,4100,Services Revenue,Consulting services,SKU-SUP-STD,Standard Support,5.2,Month,181.48,USD,1.0,19764.81,1729.42,21494.23,19764.81,Enso UK,US-East,Marketing,Enterprise,Net 30,,
TXN-0004170,Vendor Payment,2024-09-21,Sep 2024,VEN-828294,Processed,Yes,Microsoft,6200,G&A Expense,Support plan,,,,,,USD,1.0,3253.39,0.0,3253.39,3253.39,Enso EU,US-West,HR,Internal,,Check,
TXN-0004171,Bank Deposit,2024-09-05,Sep 2024,BAN-588576,Deposited,Yes,Zoom,6200,G&A Expense,Quarterly true-up,,,,,,USD,1.0,49841.98,0.0,49841.98,49841.98,Enso UK,US-West,Finance,Internal,,Wire,
TXN-0004172,Invoice,2024-09-03,Sep 2024,INV-223813,Open,Yes,Wayne Partners,4100,Services Revenue,Inventory receipt,SKU-ENSO-PRO,Enso Pro License,8.15,Each,1335.82,USD,1.0,762.15,72.4,834.55,762.15,Enso UK,UK-South,Sales,Internal,Net 15,,
TXN-0004173,Invoice,2024-09-29,Sep 2024,INV-186113,Open,Yes,Umbrella LLC,4000,Revenue,Cloud services,SKU-ENSO-TEAM,Enso Team License,1.0,Each,1122.71,USD,1.0,5374.06,268.7,5642.76,5374.06,Enso US,UK-South,Finance,Internal,Net 45,,
TXN-0004174,Bill,2024-09-16,Sep 2024,BIL-302150,Paid In Full,Yes,Fastly,5000,COGS,Inventory receipt,SKU-ENSO-PRO,Enso Pro License,4.62,Each,2450.93,USD,1.0,10896.15,953.41,11849.56,10896.15,Enso UK,US-West,Finance,Internal,Net 30,,
TXN-0004175,Vendor Payment,2024-09-14,Sep 2024,VEN-318817,Processed,Yes,KPMG,5000,COGS,Inventory receipt,,,,,,USD,1.0,11572.33,0.0,11572.33,11572.33,Enso US,US-West,Finance,Internal,,Credit Card,
TXN-0004176,Bill,2024-09-14,Sep 2024,BIL-910359,Open,Yes,Salesforce,6200,G&A Expense,Quarterly true-up,SKU-SUP-STD,Standard Support,2.58,Month,1421.27,USD,1.0,2259.08,112.95,2372.03,2259.08,Enso EU,EU-Central,HR,Enterprise,Due on Receipt,,
TXN-0004177,Expense Report,2024-09-23,Sep 2024,EXP-592421,Approved,Yes,KPMG,6200,G&A Expense,Training session,SKU-TRNG-01,Admin Training,1.52,Hour,1411.8,USD,1.0,10411.08,989.05,11400.13,10411.08,Enso UK,EU-Central,Marketing,Mid-Market,,,
TXN-0004178,Cash Sale,2024-09-01,Sep 2024,CAS-359350,Paid,Yes,Cyberdyne Inc,4100,Services Revenue,Hardware purchase,SKU-SUP-STD,Standard Support,8.8,Month,2935.78,USD,1.0,24860.86,2175.33,27036.19,24860.86,Enso US,US-West,Operations,Mid-Market,,Credit Card,
TXN-0004179,Vendor Credit,2024-09-25,Sep 2024,VEN-628468,Open,Yes,HP,6100,R&D Expense,Consulting services,SKU-ENSO-TEAM,Enso Team License,4.2,Each,1143.72,GBP,1.27,-2468.81,0.0,-2468.81,-3135.39,Enso UK,EU-Central,R&D,Enterprise,,,
TXN-0004180,Customer Payment,2024-09-29,Sep 2024,CUS-805959,Deposited,Yes,Soylent Partners,4000,Revenue,Promotion credit,,,,,,GBP,1.27,13493.49,0.0,13493.49,17136.73,Enso EU,US-East,Finance,Mid-Market,,Check,
TXN-0004181,Customer Payment,2024-09-27,Sep 2024,CUS-130616,Deposited,Yes,Pied Piper Partners,4100,Services Revenue,Subscription,,,,,,EUR,1.09,14506.48,0.0,14506.48,15812.06,Enso EU,UK-South,Sales,Enterprise,,Wire,
TXN-0004182,Invoice,2024-09-19,Sep 2024,INV-822211,Partially Paid,Yes,Cyberdyne Inc,4000,Revenue,License renewal,SKU-SUP-STD,Standard Support,1.12,Month,105.54,EUR,1.09,14955.08,1308.57,16263.65,16301.04,Enso UK,US-East,R&D,Internal,Net 45,,
TXN-0004183,Bill,2024-09-26,Sep 2024,BIL-586559,Paid In Full,Yes,Microsoft,6100,R&D Expense,Promotion credit,SKU-ENSO-TEAM,Enso Team License,1.0,Each,421.87,USD,1.0,12716.74,1112.71,13829.45,12716.74,Enso EU,UK-South,HR,Internal,Net 15,,
TXN-0004184,Invoice,2024-09-07,Sep 2024,INV-657855,Partially Paid,Yes,Globex LLC,4000,Revenue,Monthly charge,SKU-TRNG-01,Admin Training,5.09,Hour,435.63,USD,1.0,4981.14,249.06,5230.2,4981.14,Enso US,EU-Central,R&D,Mid-Market,Due on Receipt,,
TXN-0004185,Invoice,2024-09-28,Sep 2024,INV-377541,Partially Paid,Yes,Aperture Corp,4200,Product Revenue,Monthly charge,SKU-TRNG-01,Admin Training,2.34,Hour,2579.8,USD,1.0,21282.18,2021.81,23303.99,21282.18,Enso US,US-East,Operations,Internal,Net 30,,
TXN-0004186,Credit Memo,2024-09-27,Sep 2024,CRE-477483,Open,Yes,Aperture LLC,4000,Revenue,Support plan,SKU-TRNG-01,Admin Training,6.2,Hour,1512.42,USD,1.0,-12105.64,0.0,-12105.64,-12105.64,Enso US,US-East,Operations,Mid-Market,,,
TXN-0004187,Bill,2024-09-19,Sep 2024,BIL-351999,Paid In Full,Yes,Fastly,6000,Sales & Marketing,Monthly charge,SKU-SUP-STD,Standard Support,6.62,Month,862.8,GBP,1.27,10320.1,0.0,10320.1,13106.53,Enso EU,US-East,Finance,Enterprise,Net 15,,
TXN-0004188,Journal Entry,2024-09-24,Sep 2024,JOU-739789,Approved,Yes,Salesforce,5100,Freight Out,License renewal,,,,,,EUR,1.09,36684.61,0.0,36684.61,39986.22,Enso EU,EU-Central,HR,Internal,,,
TXN-0004189,Invoice,2024-09-10,Sep 2024,INV-429136,Open,Yes,Aperture Corp,4200,Product Revenue,Hardware purchase,SKU-ENSO-PRO,Enso Pro License,5.81,Each,1017.53,USD,1.0,13678.6,1196.88,14875.48,13678.6,Enso US,EU-Central,Finance,Enterprise,Net 15,,
TXN-0004190,Bill,2024-09-12,Sep 2024,BIL-961947,Open,Yes,Deloitte,5000,COGS,Quarterly true-up,SKU-TRNG-01,Admin Training,4.24,Hour,1377.58,USD,1.0,1487.47,74.37,1561.84,1487.47,Enso UK,US-East,HR,SMB,Due on Receipt,,
TXN-0004191,Expense Report,2024-09-23,Sep 2024,EXP-102228,Pending Approval,Yes,Cloudflare,6000,Sales & Marketing,Training session,SKU-TRNG-01,Admin Training,4.24,Hour,1655.69,USD,1.0,11284.16,1072.0,12356.16,11284.16,Enso EU,US-East,Marketing,Mid-Market,,,
TXN-0004192,Vendor Payment,2024-09-30,Sep 2024,VEN-147909,Processed,Yes,Google Cloud,5000,COGS,Subscription,,,,,,USD,1.0,3232.61,0.0,3232.61,3232.61,Enso UK,US-West,HR,Enterprise,,Check,
TXN-0004193,Invoice,2024-09-28,Sep 2024,INV-317961,Partially Paid,Yes,Aperture Corp,4200,Product Revenue,Consulting services,SKU-TRNG-01,Admin Training,1.92,Hour,598.08,USD,1.0,12436.92,621.85,13058.77,12436.92,Enso US,UK-South,Sales,Enterprise,Net 30,,
TXN-0004194,Invoice,2024-09-05,Sep 2024,INV-300776,Paid In Full,Yes,Massive Dynamic Partners,4000,Revenue,License renewal,SKU-TRNG-01,Admin Training,6.92,Hour,444.26,USD,1.0,18212.39,910.62,19123.01,18212.39,Enso US,US-East,Sales,Internal,Due on Receipt,,
TXN-0004195,Item Receipt,2024-09-04,Sep 2024,ITE-438590,Received,Yes,Fastly,1200,Inventory,Subscription,SKU-SUP-STD,Standard Support,2.11,Month,630.13,USD,1.0,13779.21,688.96,14468.17,13779.21,Enso UK,EU-Central,R&D,Mid-Market,,,
TXN-0004196,Expense Report,2024-09-13,Sep 2024,EXP-821217,Pending Approval,Yes,AWS,5000,COGS,Promotion credit,SKU-SUP-PREM,Premium Support,5.21,Month,323.88,USD,1.0,11378.24,0.0,11378.24,11378.24,Enso US,UK-South,HR,Enterprise,,,
TXN-0004197,Expense Report,2024-09-09,Sep 2024,EXP-643555,Pending Approval,Yes,Accenture,6100,R&D Expense,Consulting services,SKU-SUP-STD,Standard Support,6.93,Month,1861.52,USD,1.0,2064.63,196.14,2260.77,2064.63,Enso EU,US-West,R&D,Mid-Market,,,
TXN-0004198,Customer Payment,2024-09-07,Sep 2024,CUS-253016,Deposited,Yes,Cyberdyne Inc,4100,Services Revenue,License renewal,,,,,,USD,1.0,5190.33,0.0,5190.33,5190.33,Enso UK,US-West,Marketing,Mid-Market,,ACH,
TXN-0004199,Vendor Payment,2024-09-06,Sep 2024,VEN-954106,Processed,Yes,Google Cloud,6100,R&D Expense,Training session,,,,,,USD,1.0,4603.02,0.0,4603.02,4603.02,Enso EU,US-West,HR,SMB,,ACH,
TXN-0004200,Customer Payment,2024-09-24,Sep 2024,CUS-383585,Undeposited,Yes,Soylent LLC,4000,Revenue,Training session,,,,,,USD,1.0,15777.92,0.0,15777.92,15777.92,Enso EU,EU-Central,Sales,Mid-Market,,Credit Card,
TXN-0004201,Bill,2024-09-02,Sep 2024,BIL-160064,Open,Yes,Zoom,6200,G&A Expense,Hardware purchase,SKU-SUP-PREM,Premium Support,6.01,Month,993.83,USD,1.0,7377.29,700.84,8078.13,7377.29,Enso US,EU-Central,Operations,Enterprise,Due on Receipt,,
TXN-0004202,Bill,2024-09-25,Sep 2024,BIL-939687,Open,Yes,Microsoft,6000,Sales & Marketing,Training session,SKU-ENSO-TEAM,Enso Team License,1.0,Each,338.69,USD,1.0,727.17,36.36,763.53,727.17,Enso UK,EU-Central,Finance,SMB,Net 45,,
TXN-0004203,Vendor Payment,2024-09-20,Sep 2024,VEN-470726,Processed,Yes,Google Cloud,6200,G&A Expense,Promotion credit,,,,,,USD,1.0,13704.36,0.0,13704.36,13704.36,Enso UK,US-West,Marketing,SMB,,ACH,
TXN-0004204,Invoice,2024-09-02,Sep 2024,INV-129452,Partially Paid,Yes,Pied Piper LLC,4100,Services Revenue,License renewal,SKU-ENSO-PRO,Enso Pro License,9.16,Each,2452.09,USD,1.0,18774.72,938.74,19713.46,18774.72,Enso UK,US-East,HR,SMB,Net 15,,
TXN-0004205,Bill,2024-09-08,Sep 2024,BIL-520035,Paid In Full,Yes,Cloudflare,6100,R&D Expense,Hardware purchase,SKU-SUP-PREM,Premium Support,2.67,Month,759.78,USD,1.0,5381.19,269.06,5650.25,5381.19,Enso UK,US-East,Sales,SMB,Due on Receipt,,
TXN-0004206,Bill,2024-09-02,Sep 2024,BIL-507994,Partially Paid,Yes,Cisco,6100,R&D Expense,Training session,SKU-TRNG-01,Admin Training,1.85,Hour,936.74,USD,1.0,2349.32,205.57,2554.89,2349.32,Enso UK,US-West,Operations,Mid-Market,Net 30,,
TXN-0004207,Customer Payment,2024-09-23,Sep 2024,CUS-799886,Deposited,Yes,Wayne Inc,4200,Product Revenue,Quarterly true-up,,,,,,USD,1.0,3956.4,0.0,3956.4,3956.4,Enso EU,US-West,Marketing,Mid-Market,,ACH,
TXN-0004208,Journal Entry,2024-09-23,Sep 2024,JOU-630701,Posted,Yes,AWS,2000,Accounts Payable,Consulting services,,,,,,USD,1.0,4830.43,0.0,4830.43,4830.43,Enso US,US-East,Finance,Mid-Market,,,
TXN-0004209,Customer Payment,2024-09-02,Sep 2024,CUS-895087,Undeposited,Yes,Cyberdyne Partners,4200,Product Revenue,Support plan,,,,,,USD,1.0,12995.53,0.0,12995.53,12995.53,Enso EU,EU-Central,Marketing,Mid-Market,,Wire,
TXN-0004210,Bill,2024-09-26,Sep 2024,BIL-957799,Paid In Full,Yes,Accenture,6200,G&A Expense,Training session,SKU-SUP-PREM,Premium Support,7.05,Month,693.16,USD,1.0,7329.16,0.0,7329.16,7329.16,Enso EU,US-West,HR,Enterprise,Net 45,,
TXN-0004211,Bill,2024-09-09,Sep 2024,BIL-313581,Open,Yes,Zoom,5000,COGS,Promotion credit,SKU-ENSO-PRO,Enso Pro License,6.16,Each,436.27,USD,1.0,6169.37,539.82,6709.19,6169.37,Enso US,US-East,Sales,Internal,Net 45,,
TXN-0004212,Expense Report,2024-09-07,Sep 2024,EXP-736209,Paid,Yes,Google Cloud,6000,Sales & Marketing,Subscription,SKU-SUP-STD,Standard Support,10.19,Month,1400.49,USD,1.0,12167.57,1155.92,13323.49,12167.57,Enso US,UK-South,HR,Internal,,,
TXN-0004213,Journal Entry,2024-09-14,Sep 2024,JOU-862534,Posted,Yes,Deloitte,2000,Accounts Payable,Training session,,,,,,USD,1.0,14878.28,0.0,14878.28,14878.28,Enso UK,EU-Central,Finance,Mid-Market,,,
TXN-0004214,Customer Payment,2024-09-18,Sep 2024,CUS-354152,Undeposited,Yes,Massive Dynamic LLC,4200,Product Revenue,Consulting services,,,,,,USD,1.0,24867.37,0.0,24867.37,24867.37,Enso UK,UK-South,HR,SMB,,Wire,
TXN-0004215,Bank Deposit,2024-09-10,Sep 2024,BAN-809049,Deposited,Yes,Microsoft,6200,G&A Expense,Quarterly true-up,,,,,,USD,1.0,20478.67,0.0,20478.67,20478.67,Enso EU,US-East,Operations,SMB,,ACH,
TXN-0004216,Invoice,2024-09-08,Sep 2024,INV-714389,Open,Yes,Aperture Partners,4000,Revenue,Travel & meals,SKU-ENSO-TEAM,Enso Team License,2.04,Each,1509.76,USD,1.0,20724.78,0.0,20724.78,20724.78,Enso EU,US-West,R&D,Enterprise,Net 45,,
TXN-0004217,Item Receipt,2024-09-17,Sep 2024,ITE-145347,Received,Yes,Cloudflare,1200,Inventory,Promotion credit,SKU-SUP-STD,Standard Support,3.07,Month,1405.89,USD,1.0,8635.27,431.76,9067.03,8635.27,Enso EU,US-West,Marketing,SMB,,,
TXN-0004218,Bill,2024-09-07,Sep 2024,BIL-673508,Open,Yes,Dell,6200,G&A Expense,Support plan,SKU-SUP-PREM,Premium Support,4.37,Month,1201.38,USD,1.0,7424.03,371.2,7795.23,7424.03,Enso UK,UK-South,HR,Mid-Market,Net 30,,
TXN-0004219,Credit Memo,2024-09-29,Sep 2024,CRE-214965,Open,Yes,Globex LLC,4100,Services Revenue,Subscription,SKU-ENSO-PRO,Enso Pro License,6.0,Each,1596.49,GBP,1.27,-2770.36,0.0,-2770.36,-3518.36,Enso EU,US-East,Operations,Mid-Market,,,
TXN-0004220,Transfer,2024-09-09,Sep 2024,TRA-496357,Completed,Yes,Fastly,6100,R&D Expense,Cloud services,,,,,,USD,1.0,43462.55,0.0,43462.55,43462.55,Enso EU,EU-Central,Marketing,SMB,,,
TXN-0004221,Invoice,2024-09-28,Sep 2024,INV-197655,Open,Yes,Tyrell LLC,4100,Services Revenue,Travel & meals,SKU-TRNG-01,Admin Training,9.77,Hour,1373.71,USD,1.0,21573.2,1078.66,22651.86,21573.2,Enso UK,US-West,Marketing,SMB,Net 15,,
TXN-0004222,Vendor Payment,2024-09-23,Sep 2024,VEN-633132,Processed,Yes,HP,6100,R&D Expense,Monthly charge,,,,,,USD,1.0,12931.65,0.0,12931.65,12931.65,Enso EU,UK-South,R&D,Enterprise,,Check,
TXN-0004223,Bill,2024-09-30,Sep 2024,BIL-794641,Paid In Full,Yes,Stripe,5000,COGS,Support plan,SKU-ENSO-PRO,Enso Pro License,1.0,Each,1255.19,USD,1.0,13130.25,1148.9,14279.15,13130.25,Enso US,UK-South,Operations,Internal,Net 45,,
TXN-0004224,Expense Report,2024-09-30,Sep 2024,EXP-624858,Pending Approval,Yes,Fastly,6100,R&D Expense,Training session,SKU-SUP-PREM,Premium Support,3.72,Month,2109.75,USD,1.0,7992.06,0.0,7992.06,7992.06,Enso US,EU-Central,Finance,SMB,,,
TXN-0004225,Bill,2024-09-01,Sep 2024,BIL-286896,Partially Paid,Yes,Dell,6100,R&D Expense,Cloud services,SKU-ENSO-TEAM,Enso Team License,1.93,Each,974.43,USD,1.0,4390.92,417.14,4808.06,4390.92,Enso EU,US-East,Finance,Mid-Market,Net 45,,
TXN-0004226,Transfer,2024-09-22,Sep 2024,TRA-570278,Completed,Yes,Stripe,2100,Accrued Expenses,Support plan,,,,,,USD,1.0,48199.35,0.0,48199.35,48199.35,Enso EU,US-West,R&D,Internal,,,
TXN-0004227,Invoice,2024-09-25,Sep 2024,INV-640737,Paid In Full,Yes,Soylent LLC,4100,Services Revenue,Consulting services,SKU-ENSO-PRO,Enso Pro License,2.31,Each,1511.04,USD,1.0,14929.61,746.48,15676.09,14929.61,Enso EU,US-East,HR,Internal,Net 45,,
TXN-0004228,Journal Entry,2024-09-24,Sep 2024,JOU-681406,Approved,Yes,Oracle,5000,COGS,Subscription,,,,,,USD,1.0,16586.32,0.0,16586.32,16586.32,Enso EU,US-West,HR,Mid-Market,,,
TXN-0004229,Transfer,2024-09-30,Sep 2024,TRA-972041,Completed,Yes,Dell,1000,Checking,Support plan,,,,,,USD,1.0,46815.85,0.0,46815.85,46815.85,Enso US,UK-South,HR,Enterprise,,,
TXN-0004230,Customer Payment,2024-09-22,Sep 2024,CUS-285976,Undeposited,Yes,Initech Corp,4000,Revenue,Monthly charge,,,,,,USD,1.0,7040.21,0.0,7040.21,7040.21,Enso UK,EU-Central,Finance,SMB,,Wire,
TXN-0004231,Invoice,2024-09-05,Sep 2024,INV-109913,Paid In Full,Yes,Wayne Corp,4100,Services Revenue,Training session,SKU-ENSO-TEAM,Enso Team License,5.81,Each,2127.48,USD,1.0,15006.29,1425.6,16431.89,15006.29,Enso UK,EU-Central,HR,Mid-Market,Due on Receipt,,
TXN-0004232,Invoice,2024-09-28,Sep 2024,INV-998772,Partially Paid,Yes,Vehement Partners,4000,Revenue,License renewal,SKU-ENSO-TEAM,Enso Team License,1.0,Each,1516.31,USD,1.0,2055.09,195.23,2250.32,2055.09,Enso EU,UK-South,Marketing,Internal,Net 15,,
TXN-0004233,Bank Deposit,2024-09-06,Sep 2024,BAN-830258,Deposited,Yes,Deloitte,3000,Equity,Monthly charge,,,,,,USD,1.0,18649.22,0.0,18649.22,18649.22,Enso UK,US-East,Sales,Internal,,Wire,
TXN-0004234,Bill,2024-09-21,Sep 2024,BIL-367783,Open,Yes,Dell,6000,Sales & Marketing,Consulting services,SKU-ENSO-PRO,Enso Pro License,10.25,Each,2303.25,USD,1.0,1400.42,70.02,1470.44,1400.42,Enso US,US-West,Finance,Enterprise,Net 15,,
TXN-0004235,Transfer,2024-09-08,Sep 2024,TRA-636963,Completed,Yes,HP,4100,Services Revenue,License renewal,,,,,,USD,1.0,25490.28,0.0,25490.28,25490.28,Enso US,US-West,Sales,Mid-Market,,,
