TRANSACTION_ID,TX_DATETIME,CUSTOMER_ID,TERMINAL_ID,TX_AMOUNT,TX_TIME_SECONDS,TX_TIME_DAYS,Date,RowNum,Fraud
271123,2023-04-29 08:27:00-04:00[America/New_York],1606,291,41.39,2449637,28,2023-04-29,9642,True
338852,2023-05-06 09:20:00-04:00[America/New_York],1,5,273.6,3057616,35,2023-05-06,9974,True
609441,2023-06-03 12:34:00-04:00[America/New_York],608,5784,64.58,5488479,63,2023-06-03,10010,True
203420,2023-04-22 07:55:00-04:00[America/New_York],4253,9346,733.8,1842936,21,2023-04-22,10084,True
203494,2023-04-22 08:04:00-04:00[America/New_York],2262,1365,90.63,1843447,21,2023-04-22,10203,True
1015366,2023-07-15 18:16:00-04:00[America/New_York],1384,3404,57.38,9137799,105,2023-07-15,10760,True
947742,2023-07-08 16:18:00-04:00[America/New_York],395,5027,93.42,8525913,98,2023-07-08,10887,True
338865,2023-05-06 09:21:00-04:00[America/New_York],1611,9457,106.07,3057668,35,2023-05-06,11125,True
474234,2023-05-20 10:26:00-04:00[America/New_York],359,6401,231.55,4271180,49,2023-05-20,11401,True
609538,2023-06-03 12:42:00-04:00[America/New_York],698,3242,40.9,5488978,63,2023-06-03,11618,True
406559,2023-05-13 10:05:00-04:00[America/New_York],1165,2942,221.17,3665131,42,2023-05-13,11648,True
271305,2023-04-29 08:43:00-04:00[America/New_York],26,5878,57.51,2450635,28,2023-04-29,11770,True
271225,2023-04-29 08:35:00-04:00[America/New_York],2959,5032,94.04,2450152,28,2023-04-29,11872,True
812396,2023-06-24 15:09:00-04:00[America/New_York],3979,1790,57.12,7312147,84,2023-06-24,11925,True
677209,2023-06-10 13:29:00-04:00[America/New_York],161,3602,95.41,6096542,70,2023-06-10,12002,True
677213,2023-06-10 13:29:00-04:00[America/New_York],139,754,93.61,6096584,70,2023-06-10,12051,True
744826,2023-06-17 14:11:00-04:00[America/New_York],1275,6549,97.48,6703905,77,2023-06-17,12063,True
1015398,2023-07-15 18:22:00-04:00[America/New_York],2578,4972,452.5,9138133,105,2023-07-15,12316,True
812493,2023-06-24 15:19:00-04:00[America/New_York],2110,2883,471.95,7312764,84,2023-06-24,12383,True
880141,2023-07-01 15:43:00-04:00[America/New_York],3639,1293,11.68,7918997,91,2023-07-01,13178,True
880110,2023-07-01 15:40:00-04:00[America/New_York],4227,4910,245.5,7918819,91,2023-07-01,13388,True
271428,2023-04-29 08:56:00-04:00[America/New_York],139,3737,419.95,2451379,28,2023-04-29,13697,True
609688,2023-06-03 12:54:00-04:00[America/New_York],17,3242,99.38,5489663,63,2023-06-03,13706,True
880243,2023-07-01 15:54:00-04:00[America/New_York],2040,4985,55.99,7919659,91,2023-07-01,13938,True
68436,2023-04-08 06:43:00-04:00[America/New_York],2699,9778,96.21,628992,7,2023-04-08,14400,True
203729,2023-04-22 08:27:00-04:00[America/New_York],3219,1103,228.17,1844866,21,2023-04-22,14563,True
203807,2023-04-22 08:36:00-04:00[America/New_York],1273,6787,365.15,1845416,21,2023-04-22,14742,True
1015670,2023-07-15 19:09:00-04:00[America/New_York],2578,9351,390.5,9140990,105,2023-07-15,16445,True
880378,2023-07-01 16:08:00-04:00[America/New_York],3782,3465,234.18,7920501,91,2023-07-01,17316,True
271584,2023-04-29 09:11:00-04:00[America/New_York],2129,5078,12.15,2452273,28,2023-04-29,17352,True
136319,2023-04-15 07:40:00-04:00[America/New_York],2442,7445,19.11,1237242,14,2023-04-15,18029,True
339221,2023-05-06 09:52:00-04:00[America/New_York],4198,6637,571.05,3059545,35,2023-05-06,18050,True
406899,2023-05-13 10:33:00-04:00[America/New_York],4445,5902,10.26,3666839,42,2023-05-13,18781,True
271653,2023-04-29 09:18:00-04:00[America/New_York],2844,3280,277.95000000000005,2452708,28,2023-04-29,18786,True
204106,2023-04-22 09:08:00-04:00[America/New_York],904,454,220.82,1847294,21,2023-04-22,19380,True
407106,2023-05-13 10:52:00-04:00[America/New_York],300,2483,590.45,3667968,42,2023-05-13,19755,True
745328,2023-06-17 15:00:00-04:00[America/New_York],1874,1895,19.97,6706833,77,2023-06-17,20132,True
948307,2023-07-08 17:31:00-04:00[America/New_York],2781,2601,235.6,8530296,98,2023-07-08,21228,True
271777,2023-04-29 09:29:00-04:00[America/New_York],4017,9637,35.65,2453359,28,2023-04-29,21229,True
813073,2023-06-24 16:22:00-04:00[America/New_York],1698,7697,25.53,7316556,84,2023-06-24,21827,True
948295,2023-07-08 17:29:00-04:00[America/New_York],4928,437,239.87,8530199,98,2023-07-08,21883,True
880754,2023-07-01 16:52:00-04:00[America/New_York],1948,1522,748.5,7923149,91,2023-07-01,22183,True
880712,2023-07-01 16:48:00-04:00[America/New_York],3698,3655,595.65,7922935,91,2023-07-01,22551,True
271927,2023-04-29 09:43:00-04:00[America/New_York],2844,2720,308.0,2454190,28,2023-04-29,23041,True
407337,2023-05-13 11:10:00-04:00[America/New_York],229,7652,116.21,3669054,42,2023-05-13,23453,True
880854,2023-07-01 17:06:00-04:00[America/New_York],1948,6985,530.65,7923960,91,2023-07-01,23800,True
1016200,2023-07-15 21:23:00-04:00[America/New_York],1613,1636,253.59,9148989,105,2023-07-15,24258,True
1441,2023-04-01 06:38:00-04:00[America/New_York],1944,1365,7.95,23925,0,2023-04-01,24466,True
1016244,2023-07-15 21:37:00-04:00[America/New_York],630,2659,71.6,9149877,105,2023-07-15,24594,True
745589,2023-06-17 15:27:00-04:00[America/New_York],2112,4552,244.54999999999998,6708461,77,2023-06-17,24656,True
204504,2023-04-22 09:48:00-04:00[America/New_York],357,485,471.5,1849686,21,2023-04-22,25463,True
136821,2023-04-15 08:34:00-04:00[America/New_York],1877,9498,310.39,1240464,14,2023-04-15,25688,True
407385,2023-05-13 11:14:00-04:00[America/New_York],3020,3521,79.52,3669290,42,2023-05-13,25773,True
407329,2023-05-13 11:09:00-04:00[America/New_York],4713,2581,35.39,3668998,42,2023-05-13,25822,True
1016235,2023-07-15 21:33:00-04:00[America/New_York],3612,8631,4.95,9149629,105,2023-07-15,25906,True
136806,2023-04-15 08:32:00-04:00[America/New_York],2910,5574,6.88,1240361,14,2023-04-15,26030,True
69251,2023-04-08 08:22:00-04:00[America/New_York],27,931,249.25,634939,7,2023-04-08,26066,True
475116,2023-05-20 11:42:00-04:00[America/New_York],1319,3521,121.01,4275745,49,2023-05-20,26206,True
610429,2023-06-03 13:58:00-04:00[America/New_York],935,405,3.72,5493536,63,2023-06-03,26332,True
69176,2023-04-08 08:13:00-04:00[America/New_York],3053,7445,7.31,634426,7,2023-04-08,26420,True
881064,2023-07-01 17:36:00-04:00[America/New_York],878,5203,35.3,7925769,91,2023-07-01,26797,True
542750,2023-05-27 12:37:00-04:00[America/New_York],2957,5902,50.7,4883873,56,2023-05-27,26882,True
136931,2023-04-15 08:46:00-04:00[America/New_York],1648,9388,373.7,1241163,14,2023-04-15,27413,True
542793,2023-05-27 12:41:00-04:00[America/New_York],3332,3114,53.4,4884105,56,2023-05-27,27486,True
272151,2023-04-29 10:05:00-04:00[America/New_York],4253,3380,672.8,2455544,28,2023-04-29,27495,True
69318,2023-04-08 08:29:00-04:00[America/New_York],878,6719,23.15,635377,7,2023-04-08,27543,True
1016324,2023-07-15 22:04:00-04:00[America/New_York],4372,7826,10.35,9151482,105,2023-07-15,27781,True
475204,2023-05-20 11:51:00-04:00[America/New_York],2034,1895,46.09,4276268,49,2023-05-20,27833,True
813436,2023-06-24 17:06:00-04:00[America/New_York],2878,5203,88.35,7319192,84,2023-06-24,28024,True
745876,2023-06-17 15:57:00-04:00[America/New_York],649,3602,47.89,6710250,77,2023-06-17,28261,True
610611,2023-06-03 14:14:00-04:00[America/New_York],79,9288,637.35,5494473,63,2023-06-03,28466,True
1016507,2023-07-16 00:01:00-04:00[America/New_York],371,8240,75.02,9158470,106,2023-07-16,28486,True
339887,2023-05-06 10:47:00-04:00[America/New_York],3808,1647,280.75,3062860,35,2023-05-06,28512,True
745875,2023-06-17 15:57:00-04:00[America/New_York],2317,8677,37.09,6710250,77,2023-06-17,29085,True
204721,2023-04-22 10:06:00-04:00[America/New_York],1332,4324,80.68,1850790,21,2023-04-22,29368,True
136991,2023-04-15 08:51:00-04:00[America/New_York],3846,452,139.85,1241516,14,2023-04-15,29467,True
881212,2023-07-01 17:56:00-04:00[America/New_York],2048,1969,104.01,7926984,91,2023-07-01,29592,True
475251,2023-05-20 11:55:00-04:00[America/New_York],3751,8343,119.28,4276531,49,2023-05-20,29597,True
678198,2023-06-10 14:56:00-04:00[America/New_York],4564,1895,44.27,6101819,70,2023-06-10,29815,True
610683,2023-06-03 14:20:00-04:00[America/New_York],1999,5784,23.89,5494814,63,2023-06-03,30648,True
407782,2023-05-13 11:48:00-04:00[America/New_York],254,4669,259.8,3671337,42,2023-05-13,30652,True
272382,2023-04-29 10:23:00-04:00[America/New_York],3242,452,21.94,2456635,28,2023-04-29,30689,True
475357,2023-05-20 12:04:00-04:00[America/New_York],3860,6286,345.6,4277070,49,2023-05-20,31294,True
543130,2023-05-27 13:09:00-04:00[America/New_York],455,7088,10.66,4885779,56,2023-05-27,31399,True
948939,2023-07-08 19:12:00-04:00[America/New_York],3376,4659,310.1,8536370,98,2023-07-08,31414,True
475344,2023-05-20 12:03:00-04:00[America/New_York],4489,3114,77.44,4277005,49,2023-05-20,31462,True
475447,2023-05-20 12:10:00-04:00[America/New_York],1672,556,227.83,4277423,49,2023-05-20,31513,True
272499,2023-04-29 10:34:00-04:00[America/New_York],1627,9087,18.15,2457275,28,2023-04-29,31694,True
543121,2023-05-27 13:08:00-04:00[America/New_York],1406,7088,80.62,4885737,56,2023-05-27,31715,True
678392,2023-06-10 15:18:00-04:00[America/New_York],1874,1895,27.4,6103087,70,2023-06-10,31781,True
407866,2023-05-13 11:57:00-04:00[America/New_York],783,8494,19.35,3671873,42,2023-05-13,32146,True
407785,2023-05-13 11:49:00-04:00[America/New_York],3566,8686,58.15,3671344,42,2023-05-13,32298,True
813659,2023-06-24 17:36:00-04:00[America/New_York],4910,3368,254.2,7320979,84,2023-06-24,32489,True
407888,2023-05-13 12:00:00-04:00[America/New_York],877,2559,65.25,3672052,42,2023-05-13,32595,True
340303,2023-05-06 11:23:00-04:00[America/New_York],125,9087,111.45,3065004,35,2023-05-06,33276,True
340250,2023-05-06 11:19:00-04:00[America/New_York],1666,1052,22.12,3064767,35,2023-05-06,33332,True
678557,2023-06-10 15:35:00-04:00[America/New_York],602,2182,296.90000000000003,6104156,70,2023-06-10,33531,True
543196,2023-05-27 13:14:00-04:00[America/New_York],3614,3242,37.2,4886072,56,2023-05-27,34086,True
407940,2023-05-13 12:04:00-04:00[America/New_York],1958,8686,18.04,3672287,42,2023-05-13,34110,True
746119,2023-06-17 16:25:00-04:00[America/New_York],4912,8770,14.09,6711950,77,2023-06-17,34314,True
543256,2023-05-27 13:20:00-04:00[America/New_York],2780,3779,387.40000000000003,4886441,56,2023-05-27,34618,True
543249,2023-05-27 13:20:00-04:00[America/New_York],3506,555,46.05,4886414,56,2023-05-27,34887,True
69714,2023-04-08 09:07:00-04:00[America/New_York],3406,9039,350.15,637675,7,2023-04-08,35175,True
813950,2023-06-24 18:18:00-04:00[America/New_York],637,6943,49.98,7323491,84,2023-06-24,35191,True
678607,2023-06-10 15:39:00-04:00[America/New_York],3674,1332,93.82,6104396,70,2023-06-10,35902,True
813943,2023-06-24 18:17:00-04:00[America/New_York],2475,1332,79.62,7323426,84,2023-06-24,36027,True
1016965,2023-07-16 03:17:00-04:00[America/New_York],37,8240,24.1,9170229,106,2023-07-16,36094,True
205167,2023-04-22 10:45:00-04:00[America/New_York],362,9398,339.54999999999995,1853125,21,2023-04-22,36116,True
949265,2023-07-08 20:21:00-04:00[America/New_York],2200,426,31.94,8540486,98,2023-07-08,36368,True
746447,2023-06-17 17:02:00-04:00[America/New_York],550,6943,16.22,6714132,77,2023-06-17,37285,True
475837,2023-05-20 12:41:00-04:00[America/New_York],765,5363,456.25,4279319,49,2023-05-20,37367,True
678799,2023-06-10 16:01:00-04:00[America/New_York],179,379,20.39,6105668,70,2023-06-10,37405,True
678830,2023-06-10 16:04:00-04:00[America/New_York],669,447,79.53,6105869,70,2023-06-10,38104,True
543571,2023-05-27 13:46:00-04:00[America/New_York],141,941,398.25,4887972,56,2023-05-27,38253,True
678765,2023-06-10 15:57:00-04:00[America/New_York],3751,7771,225.41,6105442,70,2023-06-10,38732,True
881775,2023-07-01 19:33:00-04:00[America/New_York],3227,7744,286.8,7932819,91,2023-07-01,39089,True
205376,2023-04-22 11:03:00-04:00[America/New_York],95,4721,102.05,1854234,21,2023-04-22,39233,True
272949,2023-04-29 11:11:00-04:00[America/New_York],2304,7235,259.18,2459496,28,2023-04-29,39258,True
340629,2023-05-06 11:50:00-04:00[America/New_York],1883,2601,337.84999999999997,3066626,35,2023-05-06,39518,True
340604,2023-05-06 11:48:00-04:00[America/New_York],3070,2581,62.64,3066486,35,2023-05-06,39623,True
475984,2023-05-20 12:56:00-04:00[America/New_York],1086,4049,222.43,4280183,49,2023-05-20,39892,True
678949,2023-06-10 16:18:00-04:00[America/New_York],1430,9725,63.19,6106692,70,2023-06-10,40199,True
340752,2023-05-06 12:00:00-04:00[America/New_York],275,7546,55.09,3067247,35,2023-05-06,40555,True
1017202,2023-07-16 04:23:00-04:00[America/New_York],2891,8631,138.21,9174204,106,2023-07-16,40928,True
475986,2023-05-20 12:56:00-04:00[America/New_York],3010,5890,611.45,4280184,49,2023-05-20,40981,True
1017274,2023-07-16 04:36:00-04:00[America/New_York],460,8240,39.7,9174991,106,2023-07-16,41032,True
611302,2023-06-03 15:21:00-04:00[America/New_York],4391,7921,28.19,5498490,63,2023-06-03,41810,True
476054,2023-05-20 13:03:00-04:00[America/New_York],2780,3777,240.95,4280581,49,2023-05-20,41847,True
949663,2023-07-08 22:39:00-04:00[America/New_York],1139,2706,7.25,8548748,98,2023-07-08,42193,True
476072,2023-05-20 13:04:00-04:00[America/New_York],2938,7088,36.32,4280681,49,2023-05-20,42286,True
543805,2023-05-27 14:07:00-04:00[America/New_York],644,1895,70.67,4889230,56,2023-05-27,42318,True
746627,2023-06-17 17:26:00-04:00[America/New_York],4375,5109,397.65,6715615,77,2023-06-17,42476,True
882001,2023-07-01 20:23:00-04:00[America/New_York],2697,6168,50.52,7935790,91,2023-07-01,42595,True
814309,2023-06-24 19:22:00-04:00[America/New_York],3838,4138,224.69,7327351,84,2023-06-24,42759,True
1017342,2023-07-16 04:49:00-04:00[America/New_York],2090,9643,338.2,9175793,106,2023-07-16,42810,True
340847,2023-05-06 12:09:00-04:00[America/New_York],1565,4463,51.21,3067769,35,2023-05-06,42879,True
949771,2023-07-09 00:00:00-04:00[America/New_York],147,7898,64.83,8553622,99,2023-07-09,43052,True
273260,2023-04-29 11:38:00-04:00[America/New_York],1278,6148,220.62,2461109,28,2023-04-29,43545,True
882076,2023-07-01 20:43:00-04:00[America/New_York],3116,3330,414.0,7937032,91,2023-07-01,43823,True
1017431,2023-07-16 05:05:00-04:00[America/New_York],1086,7593,939.8000000000001,9176745,106,2023-07-16,43937,True
746857,2023-06-17 17:59:00-04:00[America/New_York],928,6613,70.01,6717590,77,2023-06-17,44072,True
1017337,2023-07-16 04:49:00-04:00[America/New_York],4920,7931,298.2,9175761,106,2023-07-16,44519,True
611471,2023-06-03 15:38:00-04:00[America/New_York],4604,2183,224.22,5499495,63,2023-06-03,44579,True
408580,2023-05-13 12:59:00-04:00[America/New_York],2504,3066,129.5,3675555,42,2023-05-13,44647,True
205674,2023-04-22 11:28:00-04:00[America/New_York],1666,1052,4.71,1855709,21,2023-04-22,44885,True
408586,2023-05-13 12:59:00-04:00[America/New_York],3168,9621,226.5,3675590,42,2023-05-13,45033,True
273325,2023-04-29 11:43:00-04:00[America/New_York],2473,9241,526.65,2461389,28,2023-04-29,45378,True
341064,2023-05-06 12:27:00-04:00[America/New_York],12,7652,18.95,3068867,35,2023-05-06,45414,True
544013,2023-05-27 14:24:00-04:00[America/New_York],141,3250,350.45000000000005,4890278,56,2023-05-27,45647,True
882260,2023-07-01 21:57:00-04:00[America/New_York],1308,8982,221.53,7941470,91,2023-07-01,45990,True
746969,2023-06-17 18:17:00-04:00[America/New_York],863,2001,275.59999999999997,6718622,77,2023-06-17,46049,True
543924,2023-05-27 14:16:00-04:00[America/New_York],3705,265,49.47,4889785,56,2023-05-27,46050,True
341068,2023-05-06 12:28:00-04:00[America/New_York],1489,6639,350.6,3068901,35,2023-05-06,46209,True
746907,2023-06-17 18:07:00-04:00[America/New_York],3685,3602,39.1,6718063,77,2023-06-17,46232,True
543948,2023-05-27 14:19:00-04:00[America/New_York],3721,4230,130.75,4889947,56,2023-05-27,46427,True
138124,2023-04-15 10:42:00-04:00[America/New_York],1918,459,548.5,1248128,14,2023-04-15,46633,True
138089,2023-04-15 10:38:00-04:00[America/New_York],4067,6084,222.69,1247922,14,2023-04-15,47106,True
544122,2023-05-27 14:34:00-04:00[America/New_York],507,7088,76.07,4890862,56,2023-05-27,47308,True
138269,2023-04-15 10:56:00-04:00[America/New_York],1273,2997,429.35,1248960,14,2023-04-15,48590,True
205865,2023-04-22 11:43:00-04:00[America/New_York],3260,7652,97.67,1856610,21,2023-04-22,48673,True
949984,2023-07-09 02:05:00-04:00[America/New_York],4034,4348,224.81,8561156,99,2023-07-09,48716,True
882485,2023-07-01 23:58:00-04:00[America/New_York],27,302,224.85,7948728,91,2023-07-01,48908,True
882505,2023-07-02 00:15:00-04:00[America/New_York],36,3404,19.49,7949740,92,2023-07-02,49078,True
679444,2023-06-10 17:24:00-04:00[America/New_York],3313,3811,60.55,6110677,70,2023-06-10,49103,True
814740,2023-06-24 21:12:00-04:00[America/New_York],3255,1790,6.85,7333960,84,2023-06-24,49292,True
814851,2023-06-24 21:46:00-04:00[America/New_York],524,915,255.0,7336017,84,2023-06-24,49386,True
679484,2023-06-10 17:29:00-04:00[America/New_York],3760,5029,33.03,6110981,70,2023-06-10,49945,True
341230,2023-05-06 12:41:00-04:00[America/New_York],3695,2668,14.71,3069690,35,2023-05-06,50050,True
273711,2023-04-29 12:16:00-04:00[America/New_York],512,7533,221.26,2463366,28,2023-04-29,50507,True
814899,2023-06-24 22:05:00-04:00[America/New_York],1502,7826,66.63,7337141,84,2023-06-24,50832,True
882479,2023-07-01 23:57:00-04:00[America/New_York],4203,7697,112.54,7948647,91,2023-07-01,51135,True
409069,2023-05-13 13:37:00-04:00[America/New_York],1028,4592,37.02,3677874,42,2023-05-13,51648,True
747227,2023-06-17 18:59:00-04:00[America/New_York],4343,7144,52.79,6721170,77,2023-06-17,51732,True
544373,2023-05-27 14:56:00-04:00[America/New_York],1864,740,33.82,4892209,56,2023-05-27,51991,True
70781,2023-04-08 10:43:00-04:00[America/New_York],3406,6572,696.9499999999999,643404,7,2023-04-08,52232,True
341468,2023-05-06 13:00:00-04:00[America/New_York],770,4463,14.43,3070821,35,2023-05-06,52322,True
476759,2023-05-20 14:02:00-04:00[America/New_York],1492,1895,14.33,4284150,49,2023-05-20,52606,True
950304,2023-07-09 03:52:00-04:00[America/New_York],3116,1667,230.2,8567572,99,2023-07-09,53033,True
815114,2023-06-25 00:11:00-04:00[America/New_York],131,551,109.16,7344663,85,2023-06-25,53437,True
409099,2023-05-13 13:40:00-04:00[America/New_York],3793,555,77.22,3678055,42,2023-05-13,53448,True
747393,2023-06-17 19:35:00-04:00[America/New_York],2047,7144,55.52,6723341,77,2023-06-17,53459,True
815049,2023-06-24 23:26:00-04:00[America/New_York],2631,1332,44.34,7341968,84,2023-06-24,53652,True
341566,2023-05-06 13:08:00-04:00[America/New_York],1608,5878,40.91,3071298,35,2023-05-06,54238,True
882730,2023-07-02 02:16:00-04:00[America/New_York],3316,5203,21.6,7957006,92,2023-07-02,54395,True
1018064,2023-07-16 06:42:00-04:00[America/New_York],1817,7427,786.15,9182558,106,2023-07-16,54601,True
71054,2023-04-08 11:06:00-04:00[America/New_York],79,4244,224.19,644816,7,2023-04-08,54948,True
950360,2023-07-09 04:06:00-04:00[America/New_York],4788,6613,17.92,8568364,99,2023-07-09,55013,True
341589,2023-05-06 13:10:00-04:00[America/New_York],2112,7088,44.7,3071416,35,2023-05-06,55028,True
1018114,2023-07-16 06:50:00-04:00[America/New_York],1414,3404,30.08,9183020,106,2023-07-16,55091,True
1018095,2023-07-16 06:48:00-04:00[America/New_York],2507,3035,581.35,9182898,106,2023-07-16,55382,True
815101,2023-06-25 00:00:00-04:00[America/New_York],3778,5633,231.0,7344021,85,2023-06-25,55386,True
476913,2023-05-20 14:13:00-04:00[America/New_York],2653,6919,323.2,4284816,49,2023-05-20,55676,True
206386,2023-04-22 12:22:00-04:00[America/New_York],1273,2776,456.45000000000005,1858974,21,2023-04-22,56025,True
206409,2023-04-22 12:24:00-04:00[America/New_York],855,982,37.32,1859085,21,2023-04-22,56134,True
409275,2023-05-13 13:57:00-04:00[America/New_York],3808,2130,400.05,3679075,42,2023-05-13,56383,True
341744,2023-05-06 13:23:00-04:00[America/New_York],1183,134,223.72,3072204,35,2023-05-06,56996,True
747571,2023-06-17 20:21:00-04:00[America/New_York],4105,1332,56.6,6726062,77,2023-06-17,57079,True
544699,2023-05-27 15:28:00-04:00[America/New_York],2112,7088,89.71,4894116,56,2023-05-27,57378,True
