acct_id,report_date,created_date,last_updated_date,country,active_passive,status,deleted_flag,is_preferred,is_employee,special,crm_code,erp_id,has_cd,has_investment_account
5971992463,20240601,2019-04-27,2023-06-06,USA,Active,Prospect,Deleted,No,No,No,N/A,P8MDGWPA,N,N
1853931503,20240601,2017-07-13,2023-09-21,USA,Active,Prospect,Not Deleted,No,No,No,N/A,OEZSCU4N,N,N
9704424915,20240601,2015-11-27,2020-03-04,CAN,Active,Prospect,Not Deleted,No,No,No,N/A,QDRCA3GM,N,N
2172106973,20240601,2014-05-30,2015-07-01,USA,Active,Customer,Not Deleted,No,No,No,N/A,MO9A8OAA,N,N
5561900954,20240601,2014-03-03,2017-11-17,CZE,Active,Customer,Not Deleted,No,No,No,N/A,2OGYVZG8,N,Y
5029709944,20240601,2007-10-20,2012-06-03,POL,Passive,Prospect,Not Deleted,No,No,No,N/A,W4ZCRKJ2,N,N
3617621987,20240601,2020-10-19,2022-06-16,USA,Passive,Customer,Not Deleted,No,No,No,N/A,WRCXOMUJ,N,N
6592754712,20240601,2021-12-28,2022-06-07,USA,Active,Customer,Not Deleted,No,No,No,N/A,WSHGH5SY,N,N
9302458126,20240601,2008-06-10,2016-05-14,USA,Active,Customer,Not Deleted,No,No,No,N/A,GGIC3PJE,N,Y
1142075158,20240601,2011-12-24,2024-04-22,USA,Active,Prospect,Not Deleted,No,No,No,2;3,J9CPFSSS,Y,Y
5368635786,20240601,2021-07-27,2022-10-31,CZE,Passive,Prospect,Not Deleted,No,No,No,1,ZM1K6KA8,N,N
2094115794,20240601,2020-10-12,2021-05-19,AUS,Active,Prospect,Not Deleted,No,No,No,N/A,C14SERUN,N,N
9835110315,20240601,2014-09-29,2016-10-17,USA,Passive,Prospect,Not Deleted,No,No,No,N/A,SWY7NI3G,N,N
3841098587,20240601,2020-06-21,2021-04-13,USA,Active,Prospect,Not Deleted,No,No,No,N/A,VRSQDDAO,Y,N
1192360982,20240601,2024-02-16,2024-06-17,CZE,Passive,Prospect,Not Deleted,No,No,No,N/A,QIH56YB8,N,N
4800010899,20240601,2014-07-02,2020-02-19,USA,Active,Prospect,Not Deleted,No,No,No,1,1MEGNWDP,N,Y
5439545136,20240601,2008-03-16,2018-10-09,USA,Passive,Prospect,Not Deleted,No,No,No,N/A,S0CE61PM,N,N
2883231575,20240601,2016-02-17,2020-03-25,USA,Passive,Prospect,Not Deleted,No,No,No,N/A,LWOD3WBP,Y,N
1743701488,20240601,2022-05-17,2022-09-19,USA,Active,Customer,Not Deleted,No,No,No,1,QI1JPMMK,N,Y
5270905677,20240601,2011-02-13,2014-09-16,USA,Active,Customer,Not Deleted,No,No,No,N/A,EV9VDN8B,N,N
9902090523,20240601,2010-03-09,2023-09-21,CZE,Passive,Prospect,Not Deleted,No,No,No,2,TUKLEIMD,N,N
2265451356,20240601,2018-07-24,2019-04-06,USA,Active,Prospect,Not Deleted,No,No,No,N/A,S54CWPEF,N,N
7743885337,20240601,2014-01-02,2016-08-01,USA,Active,Prospect,Not Deleted,No,No,No,N/A,ZQD452JB,N,N
2852770754,20240601,2010-09-21,2018-10-20,GBR,Passive,Prospect,Not Deleted,No,No,No,1,HWHDEC39,N,N
2078520278,20240601,2021-05-03,2022-10-07,GBR,Passive,Customer,Not Deleted,No,No,No,1,B0C4XJRJ,N,N
2954058374,20240601,2007-04-30,2022-10-10,USA,Active,Former Customer,Not Deleted,No,No,No,N/A,OUL490ZR,N,N
1192501635,20240601,2016-01-19,2022-04-05,USA,Passive,Prospect,Not Deleted,No,No,No,3,Y9ZD8YAN,N,N
8473240083,20240601,2009-09-14,2023-04-30,USA,Active,Prospect,Deleted,No,No,No,N/A,QWQMSTNA,N,N
1814855817,20240601,2022-11-07,2023-02-07,GBR,Passive,Customer,Not Deleted,No,No,No,N/A,91YIFR7G,N,N
5258676048,20240601,2019-12-14,2020-06-05,USA,Passive,Prospect,Not Deleted,No,No,No,N/A,PGKJNVZP,N,N
3013377410,20240601,2016-03-14,2022-04-10,POL,Active,Customer,Not Deleted,No,No,No,N/A,G8ZDIG1O,N,N
5985940868,20240601,2012-09-17,2017-12-26,GBR,Passive,Prospect,Deleted,No,No,No,N/A,ZHLL2488,N,Y
4090953453,20240601,2017-08-04,2023-03-16,USA,Active,Prospect,Not Deleted,No,No,No,2,N2EM1II6,N,N
4484293422,20240601,2018-05-04,2023-12-11,CZE,Active,Prospect,Not Deleted,No,No,No,N/A,MY9DYKJN,N,N
9276112102,20240601,2019-04-04,2022-01-22,POL,Passive,Customer,Not Deleted,No,No,No,N/A,FR2224WF,N,N
2187538247,20240601,2016-06-04,2020-09-26,USA,Active,Prospect,Not Deleted,No,No,No,N/A,YXFGRZ1T,N,N
1174637306,20240601,2014-05-14,2021-11-07,USA,Active,Customer,Not Deleted,No,No,No,N/A,Q6XBIR80,N,N
1051270021,20240601,2008-11-09,2010-10-27,CAN,Active,Former Customer,Not Deleted,No,No,No,N/A,FZ7VJG7G,N,N
3421679201,20240601,2020-10-01,2024-04-01,USA,Passive,Prospect,Not Deleted,No,No,No,N/A,P5V25DBO,N,Y
1702639124,20240601,2017-05-08,2024-03-16,USA,Active,Prospect,Not Deleted,No,No,No,N/A,OM2VDFMI,N,N
7766567601,20240601,2021-05-21,2022-01-01,USA,Passive,Prospect,Not Deleted,No,No,No,N/A,IDFYDDJD,N,N
8127479533,20240601,2018-12-05,2023-04-24,USA,Active,Customer,Not Deleted,No,No,No,N/A,K5LQAKY1,N,Y
8112925650,20240601,2018-01-01,2022-03-25,USA,Passive,Prospect,Not Deleted,No,No,No,4,5I9LJ9SN,N,Y
7188127382,20240601,2022-08-03,2023-12-07,USA,Active,Former Customer,Not Deleted,No,No,No,N/A,Q8IKCQO4,N,N
4646839364,20240601,2021-10-10,2023-04-12,CZE,Passive,Prospect,Not Deleted,No,No,No,N/A,PD3YCE06,N,N
1839375412,20240601,2020-07-12,2023-02-27,GBR,Active,Prospect,Not Deleted,No,No,No,N/A,2ON843AH,N,N
9652285965,20240601,2017-11-15,2019-06-16,USA,Active,Prospect,Not Deleted,No,No,No,N/A,1FE6909P,N,N
1255497218,20240601,2013-03-19,2021-01-05,CAN,Passive,Prospect,Not Deleted,No,No,No,N/A,S4SETC3Y,N,N
3698765412,20240601,2014-11-03,2024-04-18,USA,Active,Prospect,Not Deleted,No,No,No,N/A,FAZKOUJT,N,N
2920878787,20240601,2013-10-01,2021-09-08,USA,Active,Prospect,Not Deleted,No,No,No,N/A,7BOFMCJH,N,N
4648082148,20240601,2024-03-26,2024-06-09,USA,Passive,Customer,Not Deleted,No,No,No,N/A,3UGOG6BT,N,N
6240867289,20240601,2015-02-16,2021-04-27,POL,Active,Prospect,Not Deleted,No,No,No,N/A,XEL41B0P,N,N
7895288398,20240601,2012-10-27,2015-02-01,USA,Active,Prospect,Not Deleted,No,No,No,3,LK8N6HQW,N,N
3714640261,20240601,2009-11-13,2018-07-05,USA,Passive,Prospect,Not Deleted,No,No,No,N/A,AF0RIULG,N,N
6318664271,20240601,2017-10-11,2019-11-12,POL,Active,Customer,Not Deleted,No,No,No,N/A,POFZTX5Q,N,N
9968446458,20240601,2023-08-17,2023-10-31,GBR,Active,Prospect,Not Deleted,No,No,No,N/A,QG4UUJI7,N,N
6975210485,20240601,2015-08-14,2023-02-13,USA,Passive,Prospect,Not Deleted,No,No,No,N/A,4A1DU1MU,N,N
8983319217,20240601,2018-10-16,2023-05-04,USA,Passive,Prospect,Not Deleted,No,No,No,N/A,9FS1ME5U,N,N
8127479533,20240601,2023-08-02,2023-10-09,USA,Active,Customer,Not Deleted,No,No,No,N/A,KCGAQU7T,N,N
9702345637,20240601,2008-06-21,2021-03-29,USA,Passive,Prospect,Not Deleted,No,No,No,N/A,J3GVSVC7,N,N
4397406249,20240601,2014-05-31,2016-03-20,GBR,Passive,Prospect,Not Deleted,No,No,No,N/A,FM541NVY,N,N
3877332022,20240601,2016-11-20,2018-01-28,USA,Passive,Prospect,Not Deleted,No,No,No,5,PVA9PIHM,Y,N
5109134000,20240601,2020-04-19,2023-03-31,USA,Active,Prospect,Not Deleted,No,No,No,N/A,UN89H7BY,N,N
2899900522,20240601,2012-09-05,2018-07-14,USA,Passive,Prospect,Not Deleted,No,No,No,N/A,D20XHW02,N,N
8915910988,20240601,2009-06-15,2018-12-31,AUS,Active,Customer,Not Deleted,No,No,No,N/A,65T6ZJRN,N,N
9295365907,20240601,2019-07-22,2020-12-15,GBR,Passive,Prospect,Not Deleted,No,No,No,N/A,XCH2VIBS,N,N
4898713202,20240601,2014-10-20,2022-10-04,USA,Active,Prospect,Not Deleted,No,No,No,N/A,RTEF9VJH,N,Y
5931326315,20240601,2011-10-02,2019-11-05,CZE,Active,Prospect,Not Deleted,No,No,No,N/A,1YJR5PEL,N,N
9305624137,20240601,2015-05-11,2019-01-30,CZE,Active,Prospect,Not Deleted,No,No,No,N/A,UCI6I4EO,N,N
6002016938,20240601,2008-10-23,2024-04-07,GBR,Active,Prospect,Not Deleted,No,No,No,N/A,RZ9R1GC9,N,Y
3225055340,20240601,2023-05-12,2023-09-11,CZE,Active,Prospect,Not Deleted,No,No,No,N/A,JS72AQLR,N,Y
1086855419,20240601,2015-07-31,2023-07-04,USA,Passive,Prospect,Not Deleted,No,No,No,N/A,Y5O6HYRX,N,N
9607626346,20240601,2007-05-26,2012-02-19,GBR,Passive,Prospect,Not Deleted,No,No,No,N/A,Q7JRASMX,N,N
2386933165,20240601,2022-02-05,2023-05-04,CZE,Active,Prospect,Not Deleted,No,No,No,1,VM9XDV24,N,N
3388401353,20240601,2009-02-07,2021-02-04,GBR,Active,Prospect,Not Deleted,No,No,No,1,CLC1BU5Y,N,Y
6721376533,20240601,2011-01-29,2012-06-13,GBR,Active,Former Customer,Not Deleted,No,No,No,N/A,9H36245C,N,N
2013550225,20240601,2017-11-15,2018-05-27,USA,Active,Prospect,Not Deleted,No,No,No,5,2ITJYWGH,N,N
1946593928,20240601,2022-02-22,2022-10-02,USA,Active,Prospect,Not Deleted,No,No,No,1,ILMHBWC1,N,N
1839375412,20240601,2011-10-24,2023-12-04,GBR,Active,Prospect,Not Deleted,No,No,No,N/A,9R0VN2RR,N,N
3358169575,20240601,2011-03-26,2015-09-17,POL,Passive,Prospect,Not Deleted,No,No,No,N/A,NTZ6IB5Y,N,N
2652001880,20240601,2009-03-22,2009-08-01,CAN,Active,Prospect,Not Deleted,No,No,No,2,VW2RRC13,N,N
7452897026,20240601,2021-06-01,2022-12-05,GBR,Passive,Former Customer,Not Deleted,No,No,No,N/A,5L4W9SGK,N,N
6631381620,20240601,2016-12-13,2017-11-18,USA,Active,Prospect,Deleted,No,No,No,N/A,95WMR7SS,N,N
5301512242,20240601,2009-05-29,2023-01-15,USA,Active,Prospect,Not Deleted,No,No,No,N/A,9BO2MAQY,N,N
9159820890,20240601,2020-12-01,2023-07-18,CZE,Active,Prospect,Not Deleted,No,No,No,N/A,E82QWHWV,N,N
4845318812,20240601,2016-01-19,2020-08-28,USA,Passive,Prospect,Not Deleted,No,No,No,N/A,AXEFBTFO,N,N
2588048028,20240601,2011-08-09,2020-03-24,GBR,Active,Prospect,Not Deleted,No,No,No,N/A,GQVL5Q9L,N,N
4357073670,20240601,2020-11-01,2021-11-21,POL,Active,Prospect,Not Deleted,No,No,No,N/A,PDZE1N4P,N,N
4216834093,20240601,2008-06-01,2020-03-31,CAN,Active,Prospect,Not Deleted,No,No,No,N/A,D313X2EX,N,N
4465525059,20240601,2015-01-10,2019-02-17,USA,Active,Prospect,Not Deleted,No,No,No,N/A,V6PBL2R9,N,N
8843832370,20240601,2009-10-05,2012-07-30,USA,Active,Prospect,Not Deleted,No,No,No,2,5ANYIVND,N,N
4908118536,20240601,2013-06-07,2022-07-24,USA,Active,Prospect,Not Deleted,No,No,No,2,J1ZJN1OY,Y,N
9624913321,20240601,2014-03-14,2017-01-08,USA,Passive,Customer,Not Deleted,No,No,No,N/A,MV47BUH8,N,N
2588077301,20240601,2018-02-18,2020-11-13,GBR,Active,Prospect,Not Deleted,No,No,No,N/A,68CQWIEC,N,N
3583937316,20240601,2018-06-20,2021-11-09,USA,Passive,Prospect,Not Deleted,No,No,No,N/A,BOO0U62C,N,Y
1621559407,20240601,2015-01-05,2017-01-13,GBR,Active,Prospect,Not Deleted,No,No,No,N/A,1RKLSE0Y,N,N
9000195661,20240601,2016-11-09,2020-12-26,CZE,Passive,Prospect,Not Deleted,No,No,No,5,EWM424UI,N,N
9909126595,20240601,2017-08-11,2020-06-18,USA,Active,Prospect,Not Deleted,No,No,No,N/A,3I3F80LZ,N,Y
5818503641,20240601,2010-03-28,2018-01-18,USA,Active,Prospect,Not Deleted,No,No,No,2,G49PJHWH,N,N
1065972721,20240601,2017-02-25,2022-03-14,USA,Passive,Former Customer,Not Deleted,No,No,No,3,CPSL3X2K,N,N
5390884451,20240601,2023-02-18,2023-07-29,USA,Active,Prospect,Not Deleted,No,No,No,N/A,RZ86I5H4,N,N
8168270230,20240601,2011-09-16,2023-03-23,USA,Passive,Customer,Not Deleted,No,No,No,N/A,WHOCVXTD,N,N
9486352553,20240601,2010-07-01,2018-06-16,USA,Passive,Prospect,Deleted,No,No,No,N/A,4VR8CYGI,N,N
4851281898,20240601,2022-01-30,2023-01-08,USA,Passive,Prospect,Not Deleted,No,No,No,2;3,M1V0NTXM,N,N
8308620213,20240601,2008-11-29,2013-01-22,POL,Active,Prospect,Not Deleted,No,No,No,N/A,XL088UOB,N,N
3297300767,20240601,2009-01-23,2016-06-30,USA,Active,Prospect,Not Deleted,No,No,No,N/A,1Z5FNQ23,N,N
1730874921,20240601,2013-01-04,2015-07-29,USA,Active,Prospect,Not Deleted,No,No,No,N/A,HNI6Y1OJ,N,N
6670523020,20240601,2023-08-07,2024-01-31,USA,Passive,Prospect,Deleted,No,No,No,N/A,9V4E1BD4,N,N
3762484284,20240601,2013-03-04,2024-02-21,USA,Active,Prospect,Not Deleted,No,No,No,N/A,WRDNWRN3,N,Y
4859943742,20240601,2019-10-08,2024-01-14,POL,Passive,Prospect,Not Deleted,No,No,No,4,CWUO4BK9,N,Y
2883231575,20240601,2013-11-12,2024-01-28,USA,Active,Prospect,Not Deleted,No,No,No,N/A,HFSTJT9P,N,Y
7619573486,20240601,2018-10-23,2022-07-07,USA,Active,Prospect,Not Deleted,No,No,No,3,EJABE3GU,N,N
9088953119,20240601,2023-01-17,2023-10-14,USA,Active,Prospect,Not Deleted,No,No,No,N/A,KDGLFVC8,N,Y
9088953119,20240601,2021-02-10,2022-10-06,CAN,Active,Customer,Not Deleted,No,No,No,1,S9P2P1FX,N,N
7220518438,20240601,2010-04-07,2014-10-19,USA,Active,Prospect,Not Deleted,No,No,No,N/A,E82TTR24,N,N
2716707800,20240601,2021-02-11,2021-06-13,USA,Active,Prospect,Not Deleted,No,No,No,2;3,W9BUTYW9,N,N
3736273804,20240601,2021-04-30,2022-05-12,USA,Active,Prospect,Not Deleted,No,No,No,N/A,WR9T1ZH6,Y,N
3443843913,20240601,2022-09-02,2023-07-16,USA,Active,Prospect,Not Deleted,No,No,No,N/A,E0YH5RIR,N,N
6837671343,20240601,2024-02-20,2024-03-22,CAN,Passive,Prospect,Not Deleted,No,No,No,N/A,RJG57VFK,N,N
4225012054,20240601,2024-02-28,2024-03-12,USA,Active,Prospect,Deleted,No,No,No,N/A,K9CO25VB,N,N
6266105186,20240601,2014-07-05,2016-01-12,USA,Passive,Customer,Not Deleted,No,No,No,N/A,GQ3SW09Q,N,N
5337993035,20240601,2011-06-09,2011-12-15,USA,Active,Prospect,Not Deleted,No,No,No,N/A,KHYBC9WK,N,N
9717816033,20240601,2013-07-22,2018-09-27,GBR,Passive,Prospect,Not Deleted,No,No,No,2,YXLQD0JG,N,N
7957782429,20240601,2018-03-20,2018-09-20,USA,Active,Prospect,Not Deleted,No,No,No,1,KXYS7JBW,N,N
7643327010,20240601,2017-07-25,2023-02-22,USA,Passive,Prospect,Not Deleted,No,No,No,N/A,31V0LLLM,N,N
1953026048,20240601,2016-01-15,2021-08-31,USA,Active,Prospect,Not Deleted,No,No,No,N/A,XDBCGQ0W,N,N
4289208700,20240601,2007-08-14,2007-09-04,USA,Active,Customer,Not Deleted,No,No,No,N/A,9YOV44CI,N,N
1946593928,20240601,2021-11-22,2022-02-14,GBR,Active,Prospect,Not Deleted,No,No,No,N/A,OU8KOTTA,N,Y
2114092854,20240601,2014-10-13,2021-07-03,USA,Active,Former Customer,Not Deleted,No,No,No,N/A,ZCUJ6GFI,N,N
9450827957,20240601,2010-04-03,2010-08-20,USA,Active,Prospect,Not Deleted,No,No,No,1,3Q38B707,N,Y
8077055769,20240601,2017-01-29,2019-07-02,USA,Active,Prospect,Not Deleted,No,No,No,N/A,G10GWAY8,N,N
2677266656,20240601,2011-06-27,2014-05-03,USA,Active,Prospect,Not Deleted,No,No,No,N/A,HH2WW025,N,N
5268232120,20240601,2023-09-18,2023-12-22,CZE,Passive,Customer,Not Deleted,No,No,No,N/A,Y3JLLV5P,N,N
4495417749,20240601,2016-01-31,2021-04-20,CZE,Passive,Prospect,Deleted,No,No,No,N/A,MEUZJQ92,N,Y
5534550630,20240601,2015-05-30,2016-09-01,POL,Active,Prospect,Not Deleted,No,No,No,N/A,SAOAA8OY,N,N
2691310163,20240601,2008-04-23,2022-12-17,POL,Active,Customer,Not Deleted,No,No,No,4,V2G1LS51,N,N
3787240517,20240601,2021-03-23,2023-10-25,CZE,Active,Prospect,Not Deleted,No,No,No,N/A,JYVZ2RM3,N,N
8451921193,20240601,2008-07-07,2022-09-30,USA,Active,Prospect,Not Deleted,No,No,No,N/A,CCB7BDPU,N,N
5758158373,20240601,2021-09-21,2022-02-20,USA,Active,Prospect,Not Deleted,No,No,No,N/A,H78FNY2I,N,N
5933689877,20240601,2019-08-02,2024-01-09,GBR,Active,Prospect,Not Deleted,No,No,No,N/A,H368TQL1,N,N
7471083835,20240601,2007-10-28,2020-12-23,CAN,Active,Customer,Not Deleted,No,No,No,N/A,4C0O9H84,N,N
7859731601,20240601,2013-05-13,2019-12-08,USA,Active,Prospect,Not Deleted,No,No,No,N/A,EHT4VRV5,N,Y
4542376479,20240601,2008-03-13,2017-12-01,USA,Active,Customer,Not Deleted,No,No,No,N/A,GEKUHMM0,N,N
3429721589,20240601,2012-05-12,2019-04-05,GBR,Passive,Prospect,Not Deleted,No,No,No,N/A,R091Q2NW,N,N
1667187360,20240601,2018-11-17,2022-05-18,GBR,Active,Prospect,Not Deleted,No,No,No,N/A,6VP0VHXP,N,Y
3370550263,20240601,2021-01-19,2023-11-03,USA,Active,Prospect,Not Deleted,No,No,No,N/A,TES62XFB,N,N
9523362809,20240601,2015-03-21,2019-11-13,GBR,Active,Customer,Not Deleted,No,No,No,N/A,KUV6FZL5,N,N
5827763520,20240601,2018-09-04,2024-02-08,CZE,Active,Prospect,Not Deleted,No,No,No,N/A,UPW68AWC,N,N
1004265762,20240601,2013-04-02,2021-08-21,USA,Passive,Prospect,Not Deleted,No,No,No,N/A,RHIJGDJ6,N,N
1702639124,20240601,2017-01-22,2018-04-08,USA,Passive,Prospect,Not Deleted,No,No,No,N/A,0I0WWNKN,N,N
5637021589,20240601,2018-08-15,2023-05-12,GBR,Active,Prospect,Deleted,No,No,No,3,R982QIB5,N,N
