Transaction ID,Type,Date,Period,Document Number,Status,Posting,Entity,Account Number,Account Name,Memo,Item,Item Description,Quantity,Unit of Measure,Unit Price,Currency,Exchange Rate to USD,Amount (Foreign),Tax Amount (Foreign),Net Amount (Foreign),Amount (USD),Subsidiary,Location,Department,Class,Terms,Payment Method,Created From
TXN-0001526,Credit Memo,2024-04-12,Apr 2024,CRE-482281,Applied,Yes,Tyrell Corp,4100,Services Revenue,Promotion credit,SKU-ENSO-PRO,Enso Pro License,5.27,Each,685.0,USD,1.0,-10925.83,0.0,-10925.83,-10925.83,Enso UK,UK-South,Marketing,SMB,,,
TXN-0001527,Customer Payment,2024-04-07,Apr 2024,CUS-991561,Undeposited,Yes,Vehement Corp,4200,Product Revenue,Quarterly true-up,,,,,,GBP,1.27,9601.81,0.0,9601.81,12194.3,Enso US,US-West,Operations,SMB,,ACH,
TXN-0001528,Bill,2024-04-30,Apr 2024,BIL-487716,Partially Paid,Yes,Oracle,6200,G&A Expense,Training session,SKU-TRNG-01,Admin Training,4.09,Hour,691.36,EUR,1.09,12208.44,1159.8,13368.24,13307.2,Enso EU,EU-Central,Operations,Enterprise,Net 30,,
TXN-0001529,Invoice,2024-04-19,Apr 2024,INV-694510,Paid In Full,Yes,Umbrella Corp,4000,Revenue,Promotion credit,SKU-ENSO-PRO,Enso Pro License,2.58,Each,1805.94,USD,1.0,18126.74,0.0,18126.74,18126.74,Enso EU,US-West,Operations,SMB,Net 15,,
TXN-0001530,Bill,2024-04-04,Apr 2024,BIL-336285,Partially Paid,Yes,Cloudflare,5000,COGS,Training session,SKU-ENSO-TEAM,Enso Team License,1.0,Each,124.2,USD,1.0,12628.86,631.44,13260.3,12628.86,Enso UK,EU-Central,HR,Enterprise,Net 45,,
TXN-0001531,Vendor Payment,2024-04-07,Apr 2024,VEN-222464,Processed,Yes,Fastly,6000,Sales & Marketing,License renewal,,,,,,USD,1.0,853.35,0.0,853.35,853.35,Enso EU,UK-South,HR,Enterprise,,Wire,
TXN-0001532,Expense Report,2024-04-04,Apr 2024,EXP-474034,Pending Approval,Yes,Fastly,5000,COGS,Quarterly true-up,SKU-ENSO-PRO,Enso Pro License,2.8,Each,879.2,USD,1.0,7007.24,613.13,7620.37,7007.24,Enso EU,EU-Central,Sales,Mid-Market,,,
TXN-0001533,Journal Entry,2024-04-29,Apr 2024,JOU-990791,Approved,Yes,Cisco,5200,Merchant Fees,Promotion credit,,,,,,USD,1.0,7443.48,0.0,7443.48,7443.48,Enso UK,UK-South,R&D,Mid-Market,,,
TXN-0001534,Credit Memo,2024-04-26,Apr 2024,CRE-709618,Open,Yes,Wonka Partners,4000,Revenue,Travel & meals,SKU-TRNG-01,Admin Training,4.3,Hour,2080.95,USD,1.0,-1269.09,0.0,-1269.09,-1269.09,Enso US,US-East,HR,Mid-Market,,,
TXN-0001535,Item Receipt,2024-04-05,Apr 2024,ITE-861444,Received,Yes,Zoom,1200,Inventory,Promotion credit,SKU-SUP-PREM,Premium Support,5.47,Month,1599.22,EUR,1.09,5179.26,492.03,5671.29,5645.39,Enso EU,UK-South,R&D,Internal,,,
TXN-0001536,Item Receipt,2024-04-09,Apr 2024,ITE-239859,Received,Yes,Salesforce,1200,Inventory,License renewal,SKU-ENSO-TEAM,Enso Team License,6.93,Each,1775.42,USD,1.0,4151.22,363.23,4514.45,4151.22,Enso UK,EU-Central,Marketing,Mid-Market,,,
TXN-0001537,Invoice,2024-04-17,Apr 2024,INV-492722,Partially Paid,Yes,Wonka Inc,4200,Product Revenue,Consulting services,SKU-SUP-STD,Standard Support,1.75,Month,134.28,USD,1.0,14343.71,1255.07,15598.78,14343.71,Enso US,UK-South,Finance,Internal,Net 15,,
TXN-0001538,Invoice,2024-04-02,Apr 2024,INV-231341,Partially Paid,Yes,Vehement Inc,4000,Revenue,Travel & meals,SKU-ENSO-PRO,Enso Pro License,5.24,Each,874.17,USD,1.0,12395.79,1084.63,13480.42,12395.79,Enso US,US-West,Sales,SMB,Net 45,,
TXN-0001539,Bill,2024-04-05,Apr 2024,BIL-380438,Paid In Full,Yes,Stripe,6100,R&D Expense,License renewal,SKU-SUP-STD,Standard Support,11.16,Month,40.61,USD,1.0,13637.41,1295.55,14932.96,13637.41,Enso UK,EU-Central,HR,Internal,Due on Receipt,,
TXN-0001540,Vendor Payment,2024-04-29,Apr 2024,VEN-540941,Processed,Yes,Cisco,6200,G&A Expense,Consulting services,,,,,,USD,1.0,5410.83,0.0,5410.83,5410.83,Enso EU,US-East,Marketing,SMB,,Wire,
TXN-0001541,Invoice,2024-04-03,Apr 2024,INV-167580,Open,Yes,Soylent Inc,4000,Revenue,Support plan,SKU-TRNG-01,Admin Training,7.33,Hour,1769.17,EUR,1.09,21035.09,0.0,21035.09,22928.25,Enso UK,US-East,HR,Enterprise,Net 45,,
TXN-0001542,Bill,2024-04-15,Apr 2024,BIL-609322,Partially Paid,Yes,Deloitte,6200,G&A Expense,Inventory receipt,SKU-SUP-PREM,Premium Support,5.66,Month,168.53,USD,1.0,750.65,0.0,750.65,750.65,Enso US,EU-Central,R&D,SMB,Net 45,,
TXN-0001543,Invoice,2024-04-06,Apr 2024,INV-812518,Partially Paid,Yes,Hooli LLC,4100,Services Revenue,Training session,SKU-ENSO-PRO,Enso Pro License,6.39,Each,2013.62,USD,1.0,23470.28,2229.68,25699.96,23470.28,Enso EU,UK-South,R&D,Mid-Market,Net 45,,
TXN-0001544,Transfer,2024-04-19,Apr 2024,TRA-967168,Completed,Yes,Salesforce,1100,Accounts Receivable,Travel & meals,,,,,,USD,1.0,41678.65,0.0,41678.65,41678.65,Enso EU,US-West,R&D,SMB,,,
TXN-0001545,Journal Entry,2024-04-06,Apr 2024,JOU-284247,Posted,Yes,Cisco,3000,Equity,Training session,,,,,,USD,1.0,45643.73,0.0,45643.73,45643.73,Enso EU,EU-Central,Marketing,SMB,,,
TXN-0001546,Invoice,2024-04-18,Apr 2024,INV-927798,Partially Paid,Yes,Pied Piper Corp,4100,Services Revenue,Training session,SKU-TRNG-01,Admin Training,4.21,Hour,3156.78,USD,1.0,12313.72,0.0,12313.72,12313.72,Enso UK,UK-South,Sales,Internal,Net 15,,
TXN-0001547,Journal Entry,2024-04-22,Apr 2024,JOU-320795,Posted,Yes,Cisco,4200,Product Revenue,Cloud services,,,,,,USD,1.0,2810.08,0.0,2810.08,2810.08,Enso US,UK-South,Operations,Internal,,,
TXN-0001548,Invoice,2024-04-14,Apr 2024,INV-733985,Paid In Full,Yes,Soylent LLC,4000,Revenue,Inventory receipt,SKU-SUP-PREM,Premium Support,6.32,Month,2361.67,USD,1.0,2328.43,0.0,2328.43,2328.43,Enso US,EU-Central,Operations,SMB,Due on Receipt,,
TXN-0001549,Bill,2024-04-05,Apr 2024,BIL-820967,Partially Paid,Yes,AWS,6000,Sales & Marketing,Quarterly true-up,SKU-SUP-PREM,Premium Support,3.55,Month,850.56,USD,1.0,7027.47,351.37,7378.84,7027.47,Enso EU,US-West,Operations,Mid-Market,Due on Receipt,,
TXN-0001550,Bill,2024-04-03,Apr 2024,BIL-299161,Open,Yes,Accenture,6200,G&A Expense,Monthly charge,SKU-ENSO-TEAM,Enso Team License,7.83,Each,988.51,USD,1.0,723.77,63.33,787.1,723.77,Enso US,EU-Central,Sales,Mid-Market,Net 45,,
TXN-0001551,Invoice,2024-04-12,Apr 2024,INV-754432,Partially Paid,Yes,Wonka Corp,4000,Revenue,Cloud services,SKU-ENSO-PRO,Enso Pro License,7.35,Each,1592.84,USD,1.0,18873.09,0.0,18873.09,18873.09,Enso US,EU-Central,HR,Internal,Net 15,,
TXN-0001552,Cash Sale,2024-04-13,Apr 2024,CAS-153397,Paid,Yes,Initech Corp,4200,Product Revenue,Hardware purchase,SKU-SUP-PREM,Premium Support,4.37,Month,1086.58,USD,1.0,10043.88,954.17,10998.05,10043.88,Enso EU,US-East,Operations,SMB,,Credit Card,
TXN-0001553,Invoice,2024-04-14,Apr 2024,INV-177975,Open,Yes,Acme Corp,4100,Services Revenue,Promotion credit,SKU-ENSO-TEAM,Enso Team License,1.0,Each,1788.84,USD,1.0,12864.3,1222.11,14086.41,12864.3,Enso EU,EU-Central,Marketing,SMB,Due on Receipt,,
TXN-0001554,Journal Entry,2024-04-07,Apr 2024,JOU-971698,Approved,Yes,HP,6000,Sales & Marketing,License renewal,,,,,,USD,1.0,36012.43,0.0,36012.43,36012.43,Enso EU,EU-Central,R&D,Internal,,,
TXN-0001555,Invoice,2024-04-28,Apr 2024,INV-935674,Open,Yes,Vehement Inc,4100,Services Revenue,Monthly charge,SKU-SUP-PREM,Premium Support,6.07,Month,2769.6,USD,1.0,3726.08,0.0,3726.08,3726.08,Enso US,US-East,Finance,Internal,Net 30,,
TXN-0001556,Cash Sale,2024-04-04,Apr 2024,CAS-816413,Paid,Yes,Vehement Inc,4000,Revenue,Quarterly true-up,SKU-ENSO-TEAM,Enso Team License,3.65,Each,788.32,USD,1.0,7332.09,0.0,7332.09,7332.09,Enso EU,US-West,Finance,Enterprise,,ACH,
TXN-0001557,Transfer,2024-04-14,Apr 2024,TRA-968632,Completed,Yes,Oracle,1000,Checking,Support plan,,,,,,GBP,1.27,36154.19,0.0,36154.19,45915.82,Enso UK,US-East,Marketing,Mid-Market,,,
TXN-0001558,Transfer,2024-04-26,Apr 2024,TRA-179980,Completed,Yes,HP,6200,G&A Expense,Consulting services,,,,,,USD,1.0,17534.88,0.0,17534.88,17534.88,Enso US,UK-South,Operations,Mid-Market,,,
TXN-0001559,Journal Entry,2024-04-02,Apr 2024,JOU-738478,Posted,Yes,Salesforce,3000,Equity,Inventory receipt,,,,,,USD,1.0,47606.38,0.0,47606.38,47606.38,Enso UK,US-East,Marketing,Enterprise,,,
TXN-0001560,Bill,2024-04-27,Apr 2024,BIL-237424,Open,Yes,KPMG,6200,G&A Expense,Cloud services,SKU-ENSO-TEAM,Enso Team License,3.09,Each,1258.06,USD,1.0,8066.19,403.31,8469.5,8066.19,Enso US,UK-South,Sales,Internal,Net 15,,
TXN-0001561,Cash Sale,2024-04-11,Apr 2024,CAS-735840,Paid,Yes,Tyrell Partners,4200,Product Revenue,Subscription,SKU-ENSO-PRO,Enso Pro License,6.64,Each,1735.86,USD,1.0,6157.07,0.0,6157.07,6157.07,Enso UK,EU-Central,R&D,Internal,,Check,
TXN-0001562,Invoice,2024-04-08,Apr 2024,INV-440655,Partially Paid,Yes,Globex LLC,4000,Revenue,Monthly charge,SKU-ENSO-TEAM,Enso Team License,11.25,Each,2260.9,USD,1.0,15140.59,1324.8,16465.39,15140.59,Enso UK,US-West,R&D,Enterprise,Net 45,,
TXN-0001563,Credit Memo,2024-04-12,Apr 2024,CRE-265858,Open,Yes,Wonka LLC,4200,Product Revenue,Hardware purchase,SKU-SUP-PREM,Premium Support,1.4,Month,2568.88,GBP,1.27,-10374.7,0.0,-10374.7,-13175.87,Enso US,US-East,Marketing,Mid-Market,,,
TXN-0001564,Journal Entry,2024-04-03,Apr 2024,JOU-324841,Posted,Yes,Dell,2100,Accrued Expenses,Travel & meals,,,,,,USD,1.0,25509.54,0.0,25509.54,25509.54,Enso UK,US-West,Marketing,SMB,,,
TXN-0001565,Credit Memo,2024-04-14,Apr 2024,CRE-522540,Open,Yes,Cyberdyne Corp,4200,Product Revenue,Training session,SKU-TRNG-01,Admin Training,1.75,Hour,1229.15,USD,1.0,-10971.89,0.0,-10971.89,-10971.89,Enso US,US-West,Finance,Enterprise,,,
TXN-0001566,Cash Sale,2024-04-17,Apr 2024,CAS-403252,Paid,Yes,Tyrell LLC,4000,Revenue,Cloud services,SKU-ENSO-PRO,Enso Pro License,3.86,Each,2007.75,USD,1.0,21889.26,2079.48,23968.74,21889.26,Enso UK,US-East,R&D,Enterprise,,ACH,
TXN-0001567,Invoice,2024-04-30,Apr 2024,INV-915032,Partially Paid,Yes,Umbrella Partners,4000,Revenue,Monthly charge,SKU-ENSO-TEAM,Enso Team License,5.2,Each,2571.5,USD,1.0,7459.62,372.98,7832.6,7459.62,Enso EU,US-East,Sales,Internal,Net 45,,
TXN-0001568,Bill,2024-04-27,Apr 2024,BIL-674130,Partially Paid,Yes,Fastly,6200,G&A Expense,Hardware purchase,SKU-SUP-STD,Standard Support,7.56,Month,138.92,EUR,1.09,7523.76,376.19,7899.95,8200.9,Enso UK,US-West,Operations,Mid-Market,Net 15,,
TXN-0001569,Invoice,2024-04-23,Apr 2024,INV-719927,Paid In Full,Yes,Massive Dynamic Partners,4100,Services Revenue,Subscription,SKU-SUP-PREM,Premium Support,4.34,Month,835.42,USD,1.0,19198.79,959.94,20158.73,19198.79,Enso EU,EU-Central,HR,SMB,Net 45,,
TXN-0001570,Cash Sale,2024-04-12,Apr 2024,CAS-489871,Paid,Yes,Tyrell Partners,4200,Product Revenue,Subscription,SKU-ENSO-TEAM,Enso Team License,6.66,Each,601.05,USD,1.0,12945.16,1132.7,14077.86,12945.16,Enso US,US-West,Marketing,Enterprise,,Credit Card,
TXN-0001571,Credit Memo,2024-04-26,Apr 2024,CRE-524850,Applied,Yes,Massive Dynamic LLC,4100,Services Revenue,Cloud services,SKU-TRNG-01,Admin Training,2.51,Hour,1316.13,USD,1.0,-13241.26,0.0,-13241.26,-13241.26,Enso EU,US-East,Operations,SMB,,,
TXN-0001572,Invoice,2024-04-13,Apr 2024,INV-216143,Partially Paid,Yes,Vehement Inc,4000,Revenue,Consulting services,SKU-ENSO-TEAM,Enso Team License,1.0,Each,2328.61,USD,1.0,11098.17,0.0,11098.17,11098.17,Enso EU,US-West,Operations,Internal,Net 45,,
TXN-0001573,Item Receipt,2024-04-08,Apr 2024,ITE-285100,Received,Yes,Salesforce,1200,Inventory,Training session,SKU-SUP-PREM,Premium Support,3.14,Month,699.6,USD,1.0,19474.64,973.73,20448.37,19474.64,Enso US,UK-South,Operations,SMB,,,
TXN-0001574,Bill,2024-04-10,Apr 2024,BIL-733435,Partially Paid,Yes,Cloudflare,6200,G&A Expense,License renewal,SKU-SUP-PREM,Premium Support,5.63,Month,1808.92,USD,1.0,4582.1,435.3,5017.4,4582.1,Enso UK,US-West,Operations,Mid-Market,Net 30,,
TXN-0001575,Transfer,2024-04-21,Apr 2024,TRA-888152,Completed,Yes,Cisco,1100,Accounts Receivable,Consulting services,,,,,,USD,1.0,35316.33,0.0,35316.33,35316.33,Enso EU,US-East,Marketing,Mid-Market,,,
TXN-0001576,Expense Report,2024-04-05,Apr 2024,EXP-884790,Paid,Yes,Salesforce,6200,G&A Expense,Promotion credit,SKU-ENSO-PRO,Enso Pro License,4.05,Each,1216.41,USD,1.0,2765.24,241.96,3007.2,2765.24,Enso EU,EU-Central,Operations,Enterprise,,,
TXN-0001577,Invoice,2024-04-06,Apr 2024,INV-889666,Open,Yes,Hooli Inc,4100,Services Revenue,Inventory receipt,SKU-ENSO-PRO,Enso Pro License,4.11,Each,1175.98,EUR,1.09,24417.99,0.0,24417.99,26615.61,Enso UK,US-West,Marketing,Mid-Market,Net 30,,
TXN-0001578,Transfer,2024-04-12,Apr 2024,TRA-281475,Completed,Yes,Stripe,4200,Product Revenue,Support plan,,,,,,USD,1.0,16011.27,0.0,16011.27,16011.27,Enso UK,UK-South,Marketing,Internal,,,
TXN-0001579,Invoice,2024-04-06,Apr 2024,INV-220014,Paid In Full,Yes,Pied Piper Partners,4100,Services Revenue,License renewal,SKU-SUP-STD,Standard Support,10.42,Month,1074.77,USD,1.0,19933.36,1744.17,21677.53,19933.36,Enso EU,UK-South,Finance,Mid-Market,Net 15,,
TXN-0001580,Credit Memo,2024-04-14,Apr 2024,CRE-239961,Open,Yes,Acme Partners,4000,Revenue,Consulting services,SKU-SUP-STD,Standard Support,1.05,Month,370.62,USD,1.0,-4446.63,0.0,-4446.63,-4446.63,Enso UK,EU-Central,HR,Enterprise,,,
TXN-0001581,Customer Payment,2024-04-10,Apr 2024,CUS-286913,Undeposited,Yes,Tyrell LLC,4100,Services Revenue,Monthly charge,,,,,,USD,1.0,5269.7,0.0,5269.7,5269.7,Enso UK,EU-Central,Finance,Enterprise,,Credit Card,
TXN-0001582,Invoice,2024-04-04,Apr 2024,INV-751817,Paid In Full,Yes,Cyberdyne Partners,4100,Services Revenue,Training session,SKU-TRNG-01,Admin Training,8.77,Hour,517.53,USD,1.0,16402.88,0.0,16402.88,16402.88,Enso US,US-West,Finance,SMB,Net 15,,
TXN-0001583,Expense Report,2024-04-04,Apr 2024,EXP-290650,Paid,Yes,Stripe,5000,COGS,Cloud services,SKU-ENSO-PRO,Enso Pro License,5.72,Each,985.9,USD,1.0,6623.27,0.0,6623.27,6623.27,Enso US,US-East,Operations,Enterprise,,,
TXN-0001584,Invoice,2024-04-15,Apr 2024,INV-952107,Open,Yes,Aperture LLC,4100,Services Revenue,License renewal,SKU-TRNG-01,Admin Training,3.29,Hour,1375.55,USD,1.0,11519.47,575.97,12095.44,11519.47,Enso EU,US-East,Marketing,SMB,Due on Receipt,,
TXN-0001585,Bill,2024-04-10,Apr 2024,BIL-282602,Paid In Full,Yes,Dell,6100,R&D Expense,Hardware purchase,SKU-SUP-PREM,Premium Support,5.04,Month,308.49,USD,1.0,5250.33,459.4,5709.73,5250.33,Enso US,US-East,R&D,Mid-Market,Due on Receipt,,
TXN-0001586,Cash Sale,2024-04-19,Apr 2024,CAS-575037,Paid,Yes,Massive Dynamic Inc,4000,Revenue,Training session,SKU-TRNG-01,Admin Training,6.43,Hour,942.38,EUR,1.09,2463.61,234.04,2697.65,2685.33,Enso US,US-East,Marketing,Mid-Market,,Check,
TXN-0001587,Bill,2024-04-28,Apr 2024,BIL-120266,Partially Paid,Yes,Accenture,6000,Sales & Marketing,Subscription,SKU-SUP-PREM,Premium Support,1.56,Month,1543.04,USD,1.0,7107.26,0.0,7107.26,7107.26,Enso UK,UK-South,Sales,SMB,Net 15,,
TXN-0001588,Customer Payment,2024-04-28,Apr 2024,CUS-222815,Undeposited,Yes,Globex Corp,4200,Product Revenue,License renewal,,,,,,USD,1.0,3172.7,0.0,3172.7,3172.7,Enso UK,US-West,HR,Internal,,Wire,
TXN-0001589,Transfer,2024-04-18,Apr 2024,TRA-924993,Completed,Yes,Cisco,6000,Sales & Marketing,Inventory receipt,,,,,,USD,1.0,25394.67,0.0,25394.67,25394.67,Enso EU,US-West,HR,Internal,,,
TXN-0001590,Vendor Payment,2024-04-27,Apr 2024,VEN-382777,Processed,Yes,Microsoft,6200,G&A Expense,Cloud services,,,,,,USD,1.0,7524.46,0.0,7524.46,7524.46,Enso UK,UK-South,HR,SMB,,Credit Card,
TXN-0001591,Credit Memo,2024-04-21,Apr 2024,CRE-919795,Applied,Yes,Initech LLC,4200,Product Revenue,Promotion credit,SKU-SUP-STD,Standard Support,12.72,Month,1697.95,USD,1.0,-6027.43,0.0,-6027.43,-6027.43,Enso UK,UK-South,Sales,Internal,,,
TXN-0001592,Bill,2024-04-01,Apr 2024,BIL-237810,Partially Paid,Yes,HP,6000,Sales & Marketing,Cloud services,SKU-SUP-STD,Standard Support,1.16,Month,2186.24,USD,1.0,10318.95,515.95,10834.9,10318.95,Enso US,UK-South,Marketing,Enterprise,Due on Receipt,,
TXN-0001593,Journal Entry,2024-04-11,Apr 2024,JOU-784563,Posted,Yes,Deloitte,2000,Accounts Payable,Quarterly true-up,,,,,,USD,1.0,24592.5,0.0,24592.5,24592.5,Enso UK,US-East,Finance,Internal,,,
TXN-0001594,Item Receipt,2024-04-14,Apr 2024,ITE-346194,Received,Yes,Dell,1200,Inventory,Monthly charge,SKU-SUP-STD,Standard Support,3.32,Month,283.82,USD,1.0,9599.17,479.96,10079.13,9599.17,Enso UK,EU-Central,Operations,SMB,,,
TXN-0001595,Invoice,2024-04-03,Apr 2024,INV-751419,Partially Paid,Yes,Umbrella LLC,4100,Services Revenue,Quarterly true-up,SKU-SUP-STD,Standard Support,5.34,Month,1984.19,USD,1.0,6011.72,300.59,6312.31,6011.72,Enso EU,UK-South,Sales,Enterprise,Net 45,,
TXN-0001596,Vendor Payment,2024-04-05,Apr 2024,VEN-764958,Processed,Yes,Cloudflare,6200,G&A Expense,Cloud services,,,,,,USD,1.0,8428.37,0.0,8428.37,8428.37,Enso EU,EU-Central,HR,SMB,,ACH,
TXN-0001597,Customer Payment,2024-04-13,Apr 2024,CUS-869779,Undeposited,Yes,Globex Corp,4100,Services Revenue,Inventory receipt,,,,,,USD,1.0,10337.24,0.0,10337.24,10337.24,Enso UK,US-West,Operations,Enterprise,,ACH,
TXN-0001598,Customer Payment,2024-04-02,Apr 2024,CUS-646486,Undeposited,Yes,Aperture Partners,4100,Services Revenue,Hardware purchase,,,,,,USD,1.0,3318.18,0.0,3318.18,3318.18,Enso US,US-West,Finance,Mid-Market,,Check,
TXN-0001599,Vendor Payment,2024-04-01,Apr 2024,VEN-140887,Processed,Yes,Cisco,6100,R&D Expense,Monthly charge,,,,,,USD,1.0,3852.83,0.0,3852.83,3852.83,Enso EU,UK-South,Sales,Mid-Market,,Check,
TXN-0001600,Vendor Payment,2024-04-13,Apr 2024,VEN-412904,Processed,Yes,Google Cloud,5000,COGS,Quarterly true-up,,,,,,USD,1.0,13053.79,0.0,13053.79,13053.79,Enso UK,EU-Central,Finance,SMB,,Wire,
TXN-0001601,Vendor Payment,2024-04-24,Apr 2024,VEN-761432,Processed,Yes,Stripe,5000,COGS,Hardware purchase,,,,,,USD,1.0,3967.3,0.0,3967.3,3967.3,Enso US,UK-South,R&D,SMB,,Check,
TXN-0001602,Credit Memo,2024-04-01,Apr 2024,CRE-693152,Open,Yes,Tyrell Corp,4000,Revenue,Subscription,SKU-TRNG-01,Admin Training,5.84,Hour,3251.61,GBP,1.27,-6894.65,0.0,-6894.65,-8756.21,Enso UK,UK-South,Finance,Mid-Market,,,
TXN-0001603,Invoice,2024-04-20,Apr 2024,INV-698314,Partially Paid,Yes,Initech Corp,4100,Services Revenue,License renewal,SKU-SUP-STD,Standard Support,8.05,Month,1391.67,USD,1.0,21273.04,2020.94,23293.98,21273.04,Enso EU,US-West,Marketing,SMB,Due on Receipt,,
TXN-0001604,Credit Memo,2024-04-03,Apr 2024,CRE-111021,Open,Yes,Umbrella LLC,4000,Revenue,License renewal,SKU-SUP-STD,Standard Support,4.25,Month,226.98,GBP,1.27,-9665.22,0.0,-9665.22,-12274.83,Enso US,US-East,R&D,Enterprise,,,
TXN-0001605,Invoice,2024-04-08,Apr 2024,INV-627745,Partially Paid,Yes,Umbrella Partners,4100,Services Revenue,Cloud services,SKU-TRNG-01,Admin Training,6.14,Hour,110.2,USD,1.0,14691.87,1285.54,15977.41,14691.87,Enso UK,UK-South,Marketing,Enterprise,Due on Receipt,,
TXN-0001606,Invoice,2024-04-16,Apr 2024,INV-889715,Open,Yes,Wonka Corp,4000,Revenue,Support plan,SKU-SUP-PREM,Premium Support,4.27,Month,524.92,USD,1.0,23598.37,0.0,23598.37,23598.37,Enso UK,UK-South,R&D,SMB,Net 30,,
TXN-0001607,Invoice,2024-04-08,Apr 2024,INV-141982,Partially Paid,Yes,Aperture LLC,4200,Product Revenue,Training session,SKU-SUP-PREM,Premium Support,2.04,Month,2150.68,USD,1.0,19766.56,0.0,19766.56,19766.56,Enso US,EU-Central,HR,Internal,Net 15,,
TXN-0001608,Bank Deposit,2024-04-01,Apr 2024,BAN-233598,Deposited,Yes,Accenture,4200,Product Revenue,Support plan,,,,,,USD,1.0,7560.29,0.0,7560.29,7560.29,Enso US,US-East,HR,Mid-Market,,Credit Card,
TXN-0001609,Customer Payment,2024-04-01,Apr 2024,CUS-522500,Undeposited,Yes,Acme LLC,4000,Revenue,Monthly charge,,,,,,USD,1.0,5659.8,0.0,5659.8,5659.8,Enso UK,EU-Central,Finance,Internal,,Credit Card,
