Transaction ID,Type,Date,Period,Document Number,Status,Posting,Entity,Account Number,Account Name,Memo,Item,Item Description,Quantity,Unit of Measure,Unit Price,Currency,Exchange Rate to USD,Amount (Foreign),Tax Amount (Foreign),Net Amount (Foreign),Amount (USD),Subsidiary,Location,Department,Class,Terms,Payment Method,Created From
TXN-0002576,Invoice,2024-06-02,Jun 2024,INV-481426,Paid In Full,Yes,Stark Corp,4000,Revenue,Consulting services,SKU-ENSO-PRO,Enso Pro License,4.69,Each,2056.06,GBP,1.27,12399.47,0.0,12399.47,15747.33,Enso US,US-East,Operations,Mid-Market,Net 30,,
TXN-0002577,Journal Entry,2024-06-14,Jun 2024,JOU-200305,Posted,Yes,Stripe,1200,Inventory,Travel & meals,,,,,,USD,1.0,30580.63,0.0,30580.63,30580.63,Enso UK,EU-Central,Finance,Enterprise,,,
TXN-0002578,Customer Payment,2024-06-09,Jun 2024,CUS-103548,Deposited,Yes,Pied Piper Corp,4000,Revenue,Support plan,,,,,,USD,1.0,12612.08,0.0,12612.08,12612.08,Enso EU,US-East,Operations,Internal,,ACH,
TXN-0002579,Credit Memo,2024-06-23,Jun 2024,CRE-367948,Open,Yes,Massive Dynamic Partners,4000,Revenue,Training session,SKU-TRNG-01,Admin Training,6.35,Hour,586.96,USD,1.0,-22990.18,0.0,-22990.18,-22990.18,Enso US,US-West,HR,SMB,,,
TXN-0002580,Invoice,2024-06-29,Jun 2024,INV-478900,Paid In Full,Yes,Wonka Inc,4200,Product Revenue,Training session,SKU-SUP-STD,Standard Support,3.24,Month,1156.24,USD,1.0,24738.81,1236.94,25975.75,24738.81,Enso US,UK-South,Marketing,Mid-Market,Net 30,,
TXN-0002581,Invoice,2024-06-10,Jun 2024,INV-656915,Open,Yes,Tyrell Partners,4200,Product Revenue,Hardware purchase,SKU-ENSO-TEAM,Enso Team License,8.11,Each,756.8,EUR,1.09,21272.15,1861.31,23133.46,23186.64,Enso US,US-West,Finance,Internal,Net 30,,
TXN-0002582,Journal Entry,2024-06-28,Jun 2024,JOU-175424,Approved,Yes,Salesforce,5200,Merchant Fees,License renewal,,,,,,USD,1.0,23841.85,0.0,23841.85,23841.85,Enso US,EU-Central,R&D,Internal,,,
TXN-0002583,Cash Sale,2024-06-21,Jun 2024,CAS-905759,Paid,Yes,Pied Piper Partners,4200,Product Revenue,Training session,SKU-SUP-PREM,Premium Support,4.51,Month,217.46,USD,1.0,9615.95,480.8,10096.75,9615.95,Enso UK,US-West,Marketing,SMB,,Check,
TXN-0002584,Vendor Payment,2024-06-17,Jun 2024,VEN-802215,Processed,Yes,Cisco,6000,Sales & Marketing,Quarterly true-up,,,,,,USD,1.0,6061.62,0.0,6061.62,6061.62,Enso EU,UK-South,R&D,Mid-Market,,ACH,
TXN-0002585,Customer Payment,2024-06-23,Jun 2024,CUS-663341,Deposited,Yes,Soylent Inc,4100,Services Revenue,Subscription,,,,,,USD,1.0,896.78,0.0,896.78,896.78,Enso UK,US-East,Operations,Enterprise,,Credit Card,
TXN-0002586,Customer Payment,2024-06-17,Jun 2024,CUS-734506,Deposited,Yes,Cyberdyne Inc,4200,Product Revenue,License renewal,,,,,,USD,1.0,9905.3,0.0,9905.3,9905.3,Enso EU,US-East,R&D,Enterprise,,Wire,
TXN-0002587,Item Receipt,2024-06-29,Jun 2024,ITE-279653,Received,Yes,Microsoft,1200,Inventory,Support plan,SKU-TRNG-01,Admin Training,6.3,Hour,1221.51,EUR,1.09,4945.68,247.28,5192.96,5390.79,Enso UK,US-East,Sales,SMB,,,
TXN-0002588,Vendor Payment,2024-06-12,Jun 2024,VEN-615935,Processed,Yes,Dell,6100,R&D Expense,Quarterly true-up,,,,,,USD,1.0,6085.51,0.0,6085.51,6085.51,Enso US,US-West,Finance,Mid-Market,,ACH,
TXN-0002589,Vendor Credit,2024-06-27,Jun 2024,VEN-160123,Applied,Yes,Cisco,6200,G&A Expense,Cloud services,SKU-SUP-PREM,Premium Support,8.04,Month,1413.43,USD,1.0,-3115.29,0.0,-3115.29,-3115.29,Enso EU,EU-Central,HR,Mid-Market,,,
TXN-0002590,Customer Payment,2024-06-27,Jun 2024,CUS-906529,Deposited,Yes,Hooli Inc,4000,Revenue,Subscription,,,,,,USD,1.0,19995.79,0.0,19995.79,19995.79,Enso UK,UK-South,Operations,Internal,,Credit Card,
TXN-0002591,Cash Sale,2024-06-26,Jun 2024,CAS-681144,Paid,Yes,Initech Partners,4100,Services Revenue,Cloud services,SKU-ENSO-TEAM,Enso Team License,4.39,Each,1105.02,USD,1.0,3651.76,182.59,3834.35,3651.76,Enso UK,US-East,Marketing,Enterprise,,Check,
TXN-0002592,Journal Entry,2024-06-09,Jun 2024,JOU-162465,Approved,Yes,Dell,3000,Equity,License renewal,,,,,,USD,1.0,12735.81,0.0,12735.81,12735.81,Enso UK,US-East,HR,Internal,,,
TXN-0002593,Bill,2024-06-21,Jun 2024,BIL-505030,Open,Yes,Dell,6100,R&D Expense,Consulting services,SKU-SUP-PREM,Premium Support,7.02,Month,620.4,USD,1.0,13526.58,0.0,13526.58,13526.58,Enso UK,US-East,HR,Enterprise,Net 15,,
TXN-0002594,Vendor Payment,2024-06-24,Jun 2024,VEN-881927,Processed,Yes,Zoom,6000,Sales & Marketing,Subscription,,,,,,USD,1.0,9975.38,0.0,9975.38,9975.38,Enso US,US-East,Operations,Enterprise,,Wire,
TXN-0002595,Invoice,2024-06-18,Jun 2024,INV-794089,Open,Yes,Globex LLC,4100,Services Revenue,Training session,SKU-SUP-STD,Standard Support,11.0,Month,1841.73,GBP,1.27,4690.46,410.42,5100.88,5956.88,Enso EU,EU-Central,HR,Mid-Market,Net 30,,
TXN-0002596,Bill,2024-06-24,Jun 2024,BIL-654897,Paid In Full,Yes,Stripe,5000,COGS,Travel & meals,SKU-TRNG-01,Admin Training,6.7,Hour,1155.3,USD,1.0,8838.49,0.0,8838.49,8838.49,Enso EU,US-West,Operations,SMB,Net 45,,
TXN-0002597,Customer Payment,2024-06-28,Jun 2024,CUS-176282,Undeposited,Yes,Wonka Inc,4100,Services Revenue,License renewal,,,,,,USD,1.0,13959.72,0.0,13959.72,13959.72,Enso EU,UK-South,Marketing,Mid-Market,,Wire,
TXN-0002598,Cash Sale,2024-06-13,Jun 2024,CAS-804440,Paid,Yes,Tyrell Inc,4100,Services Revenue,License renewal,SKU-SUP-STD,Standard Support,6.9,Month,801.68,GBP,1.27,23019.65,1150.98,24170.63,29234.96,Enso UK,UK-South,Finance,Internal,,ACH,
TXN-0002599,Customer Payment,2024-06-14,Jun 2024,CUS-254438,Undeposited,Yes,Wayne Inc,4200,Product Revenue,Consulting services,,,,,,USD,1.0,15066.14,0.0,15066.14,15066.14,Enso EU,UK-South,R&D,Enterprise,,ACH,
TXN-0002600,Vendor Payment,2024-06-14,Jun 2024,VEN-956826,Processed,Yes,Microsoft,6100,R&D Expense,Cloud services,,,,,,USD,1.0,7309.73,0.0,7309.73,7309.73,Enso EU,EU-Central,Operations,Enterprise,,Credit Card,
TXN-0002601,Bank Deposit,2024-06-10,Jun 2024,BAN-906490,Deposited,Yes,Cisco,3000,Equity,Inventory receipt,,,,,,GBP,1.27,32659.15,0.0,32659.15,41477.12,Enso EU,EU-Central,Marketing,Enterprise,,ACH,
TXN-0002602,Item Receipt,2024-06-04,Jun 2024,ITE-198511,Received,Yes,Cisco,1200,Inventory,Support plan,SKU-TRNG-01,Admin Training,5.48,Hour,2226.88,USD,1.0,1587.77,150.84,1738.61,1587.77,Enso EU,UK-South,Marketing,Internal,,,
TXN-0002603,Customer Payment,2024-06-25,Jun 2024,CUS-410184,Undeposited,Yes,Wayne Partners,4000,Revenue,Travel & meals,,,,,,EUR,1.09,9034.33,0.0,9034.33,9847.42,Enso EU,UK-South,Finance,Enterprise,,ACH,
TXN-0002604,Journal Entry,2024-06-06,Jun 2024,JOU-720918,Approved,Yes,Cisco,6000,Sales & Marketing,Support plan,,,,,,USD,1.0,47847.19,0.0,47847.19,47847.19,Enso EU,US-West,Sales,SMB,,,
TXN-0002605,Customer Payment,2024-06-16,Jun 2024,CUS-932796,Undeposited,Yes,Vehement LLC,4000,Revenue,Hardware purchase,,,,,,USD,1.0,19436.82,0.0,19436.82,19436.82,Enso UK,US-West,Operations,Enterprise,,Check,
TXN-0002606,Customer Payment,2024-06-21,Jun 2024,CUS-318825,Undeposited,Yes,Globex LLC,4000,Revenue,Support plan,,,,,,USD,1.0,10155.28,0.0,10155.28,10155.28,Enso UK,US-East,Sales,Internal,,Check,
TXN-0002607,Invoice,2024-06-05,Jun 2024,INV-600744,Open,Yes,Vehement LLC,4100,Services Revenue,Cloud services,SKU-ENSO-PRO,Enso Pro License,7.38,Each,777.51,USD,1.0,5751.89,503.29,6255.18,5751.89,Enso US,UK-South,Sales,Mid-Market,Net 15,,
TXN-0002608,Bank Deposit,2024-06-07,Jun 2024,BAN-935341,Deposited,Yes,HP,6200,G&A Expense,Hardware purchase,,,,,,USD,1.0,45991.44,0.0,45991.44,45991.44,Enso UK,US-East,Sales,Enterprise,,ACH,
TXN-0002609,Vendor Payment,2024-06-07,Jun 2024,VEN-454646,Processed,Yes,Oracle,6000,Sales & Marketing,Consulting services,,,,,,USD,1.0,12674.4,0.0,12674.4,12674.4,Enso UK,US-East,Marketing,Internal,,Credit Card,
TXN-0002610,Invoice,2024-06-14,Jun 2024,INV-402631,Open,Yes,Aperture LLC,4000,Revenue,Monthly charge,SKU-SUP-PREM,Premium Support,5.23,Month,1735.8,USD,1.0,5205.05,494.48,5699.53,5205.05,Enso UK,UK-South,Marketing,SMB,Due on Receipt,,
TXN-0002611,Invoice,2024-06-21,Jun 2024,INV-666077,Open,Yes,Umbrella LLC,4000,Revenue,Subscription,SKU-SUP-STD,Standard Support,3.96,Month,1865.25,USD,1.0,20870.29,1982.68,22852.97,20870.29,Enso EU,US-East,Operations,SMB,Net 30,,
TXN-0002612,Expense Report,2024-06-29,Jun 2024,EXP-392212,Paid,Yes,Accenture,6200,G&A Expense,Support plan,SKU-TRNG-01,Admin Training,1.44,Hour,2243.93,USD,1.0,7814.75,683.79,8498.54,7814.75,Enso UK,UK-South,Sales,SMB,,,
TXN-0002613,Vendor Credit,2024-06-19,Jun 2024,VEN-480974,Applied,Yes,Deloitte,6100,R&D Expense,Hardware purchase,SKU-ENSO-TEAM,Enso Team License,4.49,Each,1864.9,USD,1.0,-10227.01,0.0,-10227.01,-10227.01,Enso US,UK-South,R&D,Enterprise,,,
TXN-0002614,Vendor Payment,2024-06-13,Jun 2024,VEN-796320,Processed,Yes,Zoom,5000,COGS,Travel & meals,,,,,,USD,1.0,1485.61,0.0,1485.61,1485.61,Enso UK,UK-South,Finance,Internal,,Credit Card,
TXN-0002615,Customer Payment,2024-06-07,Jun 2024,CUS-798989,Undeposited,Yes,Aperture Partners,4000,Revenue,Training session,,,,,,EUR,1.09,11998.91,0.0,11998.91,13078.81,Enso EU,UK-South,R&D,SMB,,Credit Card,
TXN-0002616,Item Receipt,2024-06-06,Jun 2024,ITE-488023,Received,Yes,Cisco,1200,Inventory,Inventory receipt,SKU-ENSO-TEAM,Enso Team License,3.56,Each,2473.7,USD,1.0,19449.46,1847.7,21297.16,19449.46,Enso EU,US-West,HR,Internal,,,
TXN-0002617,Customer Payment,2024-06-20,Jun 2024,CUS-225013,Deposited,Yes,Vehement Partners,4100,Services Revenue,Support plan,,,,,,USD,1.0,20294.0,0.0,20294.0,20294.0,Enso EU,US-West,Finance,SMB,,Wire,
TXN-0002618,Credit Memo,2024-06-15,Jun 2024,CRE-654679,Open,Yes,Tyrell Inc,4000,Revenue,Consulting services,SKU-ENSO-TEAM,Enso Team License,5.43,Each,566.63,USD,1.0,-11647.56,0.0,-11647.56,-11647.56,Enso EU,UK-South,Operations,SMB,,,
TXN-0002619,Invoice,2024-06-26,Jun 2024,INV-305007,Paid In Full,Yes,Wayne Partners,4100,Services Revenue,Cloud services,SKU-TRNG-01,Admin Training,3.39,Hour,693.05,USD,1.0,22497.6,0.0,22497.6,22497.6,Enso US,US-East,Operations,Mid-Market,Due on Receipt,,
TXN-0002620,Invoice,2024-06-07,Jun 2024,INV-757861,Partially Paid,Yes,Wonka Inc,4100,Services Revenue,Promotion credit,SKU-ENSO-PRO,Enso Pro License,4.72,Each,2022.18,USD,1.0,3406.59,298.08,3704.67,3406.59,Enso EU,EU-Central,Operations,SMB,Net 30,,
TXN-0002621,Item Receipt,2024-06-15,Jun 2024,ITE-436027,Received,Yes,Zoom,1200,Inventory,Support plan,SKU-ENSO-PRO,Enso Pro License,2.6,Each,516.61,USD,1.0,15427.06,771.35,16198.41,15427.06,Enso UK,US-East,Marketing,SMB,,,
TXN-0002622,Cash Sale,2024-06-18,Jun 2024,CAS-283987,Paid,Yes,Wonka Corp,4100,Services Revenue,Consulting services,SKU-SUP-STD,Standard Support,10.05,Month,1234.82,USD,1.0,3976.94,198.85,4175.79,3976.94,Enso US,US-West,Sales,Enterprise,,Wire,
TXN-0002623,Item Receipt,2024-06-16,Jun 2024,ITE-625723,Received,Yes,Cloudflare,1200,Inventory,License renewal,SKU-TRNG-01,Admin Training,4.95,Hour,1520.24,GBP,1.27,13644.43,1193.89,14838.32,17328.43,Enso US,UK-South,HR,Enterprise,,,
TXN-0002624,Item Receipt,2024-06-15,Jun 2024,ITE-963611,Received,Yes,Stripe,1200,Inventory,Support plan,SKU-SUP-PREM,Premium Support,3.17,Month,2949.58,USD,1.0,8982.02,0.0,8982.02,8982.02,Enso US,UK-South,Finance,Enterprise,,,
TXN-0002625,Invoice,2024-06-18,Jun 2024,INV-916896,Partially Paid,Yes,Hooli LLC,4000,Revenue,License renewal,SKU-ENSO-PRO,Enso Pro License,2.07,Each,1929.0,USD,1.0,17229.48,1636.8,18866.28,17229.48,Enso EU,UK-South,Sales,Internal,Net 15,,
TXN-0002626,Customer Payment,2024-06-21,Jun 2024,CUS-313438,Undeposited,Yes,Globex Partners,4200,Product Revenue,Quarterly true-up,,,,,,USD,1.0,15377.91,0.0,15377.91,15377.91,Enso UK,UK-South,Marketing,Internal,,ACH,
TXN-0002627,Bill,2024-06-19,Jun 2024,BIL-248389,Partially Paid,Yes,Deloitte,5000,COGS,Monthly charge,SKU-ENSO-PRO,Enso Pro License,2.98,Each,112.29,USD,1.0,9589.47,0.0,9589.47,9589.47,Enso US,EU-Central,Sales,SMB,Net 15,,
TXN-0002628,Journal Entry,2024-06-02,Jun 2024,JOU-672500,Posted,Yes,Zoom,6000,Sales & Marketing,Subscription,,,,,,USD,1.0,44649.87,0.0,44649.87,44649.87,Enso US,US-West,R&D,Internal,,,
TXN-0002629,Bill,2024-06-26,Jun 2024,BIL-593003,Partially Paid,Yes,Cloudflare,6100,R&D Expense,License renewal,SKU-SUP-PREM,Premium Support,2.9,Month,1629.63,USD,1.0,12533.94,0.0,12533.94,12533.94,Enso US,US-East,Sales,Internal,Net 45,,
TXN-0002630,Credit Memo,2024-06-27,Jun 2024,CRE-807508,Open,Yes,Cyberdyne Inc,4000,Revenue,Monthly charge,SKU-TRNG-01,Admin Training,6.14,Hour,1255.04,EUR,1.09,-8370.02,0.0,-8370.02,-9123.32,Enso EU,US-East,Finance,SMB,,,
TXN-0002631,Vendor Credit,2024-06-28,Jun 2024,VEN-548134,Open,Yes,Deloitte,6100,R&D Expense,Quarterly true-up,SKU-ENSO-PRO,Enso Pro License,1.81,Each,983.95,USD,1.0,-3624.84,0.0,-3624.84,-3624.84,Enso US,UK-South,Finance,SMB,,,
TXN-0002632,Credit Memo,2024-06-16,Jun 2024,CRE-752350,Open,Yes,Umbrella Inc,4100,Services Revenue,License renewal,SKU-ENSO-TEAM,Enso Team License,3.88,Each,2247.75,USD,1.0,-4020.25,0.0,-4020.25,-4020.25,Enso US,US-East,Sales,SMB,,,
TXN-0002633,Bank Deposit,2024-06-19,Jun 2024,BAN-402126,Deposited,Yes,Cloudflare,1000,Checking,Monthly charge,,,,,,USD,1.0,37990.53,0.0,37990.53,37990.53,Enso EU,UK-South,Sales,Internal,,Wire,
TXN-0002634,Transfer,2024-06-22,Jun 2024,TRA-510401,Completed,Yes,Microsoft,6000,Sales & Marketing,Monthly charge,,,,,,EUR,1.09,35121.22,0.0,35121.22,38282.13,Enso EU,EU-Central,Operations,SMB,,,
TXN-0002635,Expense Report,2024-06-17,Jun 2024,EXP-993084,Pending Approval,Yes,Dell,5000,COGS,Consulting services,SKU-ENSO-TEAM,Enso Team License,4.02,Each,670.32,USD,1.0,9422.22,895.11,10317.33,9422.22,Enso US,US-West,R&D,Enterprise,,,
TXN-0002636,Invoice,2024-06-17,Jun 2024,INV-365460,Paid In Full,Yes,Acme Inc,4100,Services Revenue,Training session,SKU-TRNG-01,Admin Training,3.09,Hour,312.28,USD,1.0,3013.54,263.68,3277.22,3013.54,Enso US,EU-Central,HR,Mid-Market,Net 45,,
TXN-0002637,Vendor Payment,2024-06-24,Jun 2024,VEN-276339,Processed,Yes,Accenture,6100,R&D Expense,License renewal,,,,,,GBP,1.27,11404.19,0.0,11404.19,14483.32,Enso US,US-West,R&D,Internal,,ACH,
TXN-0002638,Bill,2024-06-14,Jun 2024,BIL-953975,Paid In Full,Yes,Accenture,6100,R&D Expense,Support plan,SKU-SUP-PREM,Premium Support,8.58,Month,2035.98,USD,1.0,11301.88,565.09,11866.97,11301.88,Enso US,EU-Central,Marketing,Enterprise,Net 45,,
TXN-0002639,Bill,2024-06-19,Jun 2024,BIL-187381,Paid In Full,Yes,Cloudflare,6000,Sales & Marketing,Cloud services,SKU-SUP-PREM,Premium Support,2.99,Month,256.69,USD,1.0,12499.56,624.98,13124.54,12499.56,Enso UK,US-East,Sales,Enterprise,Net 15,,
TXN-0002640,Bill,2024-06-16,Jun 2024,BIL-832795,Open,Yes,Zoom,6200,G&A Expense,Quarterly true-up,SKU-SUP-PREM,Premium Support,3.1,Month,432.5,USD,1.0,8052.23,764.96,8817.19,8052.23,Enso UK,US-West,Marketing,SMB,Due on Receipt,,
TXN-0002641,Bill,2024-06-07,Jun 2024,BIL-845090,Paid In Full,Yes,Fastly,5000,COGS,License renewal,SKU-ENSO-TEAM,Enso Team License,10.15,Each,180.28,USD,1.0,14787.8,0.0,14787.8,14787.8,Enso US,EU-Central,Sales,Enterprise,Net 15,,
TXN-0002642,Vendor Payment,2024-06-23,Jun 2024,VEN-887335,Processed,Yes,Cloudflare,6200,G&A Expense,Training session,,,,,,USD,1.0,3522.48,0.0,3522.48,3522.48,Enso EU,EU-Central,Marketing,SMB,,Check,
TXN-0002643,Customer Payment,2024-06-03,Jun 2024,CUS-798757,Undeposited,Yes,Umbrella LLC,4200,Product Revenue,Cloud services,,,,,,USD,1.0,15318.88,0.0,15318.88,15318.88,Enso EU,EU-Central,Sales,Internal,,Credit Card,
TXN-0002644,Transfer,2024-06-12,Jun 2024,TRA-890511,Completed,Yes,KPMG,1100,Accounts Receivable,Promotion credit,,,,,,USD,1.0,20443.94,0.0,20443.94,20443.94,Enso EU,US-West,Sales,Enterprise,,,
TXN-0002645,Bill,2024-06-09,Jun 2024,BIL-228024,Partially Paid,Yes,Stripe,6100,R&D Expense,Cloud services,SKU-SUP-STD,Standard Support,3.46,Month,1939.99,USD,1.0,8507.45,808.21,9315.66,8507.45,Enso UK,UK-South,Marketing,SMB,Net 30,,
TXN-0002646,Item Receipt,2024-06-18,Jun 2024,ITE-982609,Received,Yes,Accenture,1200,Inventory,Inventory receipt,SKU-ENSO-TEAM,Enso Team License,9.01,Each,1567.18,USD,1.0,13648.24,1296.58,14944.82,13648.24,Enso UK,US-West,Finance,Enterprise,,,
TXN-0002647,Invoice,2024-06-06,Jun 2024,INV-847348,Partially Paid,Yes,Wayne Corp,4000,Revenue,Inventory receipt,SKU-ENSO-TEAM,Enso Team License,6.4,Each,3282.69,GBP,1.27,4811.31,240.57,5051.88,6110.36,Enso US,UK-South,Finance,SMB,Net 30,,
TXN-0002648,Journal Entry,2024-06-11,Jun 2024,JOU-653211,Posted,Yes,Deloitte,1100,Accounts Receivable,Subscription,,,,,,USD,1.0,38351.2,0.0,38351.2,38351.2,Enso US,EU-Central,Operations,SMB,,,
TXN-0002649,Transfer,2024-06-01,Jun 2024,TRA-115812,Completed,Yes,AWS,1100,Accounts Receivable,Cloud services,,,,,,USD,1.0,14041.23,0.0,14041.23,14041.23,Enso EU,US-West,R&D,Mid-Market,,,
TXN-0002650,Bill,2024-06-22,Jun 2024,BIL-131241,Open,Yes,Cloudflare,6000,Sales & Marketing,Hardware purchase,SKU-TRNG-01,Admin Training,4.02,Hour,141.65,USD,1.0,14978.14,748.91,15727.05,14978.14,Enso EU,US-East,R&D,Enterprise,Net 15,,
TXN-0002651,Bill,2024-06-01,Jun 2024,BIL-747862,Paid In Full,Yes,Zoom,6200,G&A Expense,Hardware purchase,SKU-SUP-STD,Standard Support,7.9,Month,1421.24,USD,1.0,13469.0,1279.56,14748.56,13469.0,Enso UK,US-West,Operations,SMB,Due on Receipt,,
TXN-0002652,Invoice,2024-06-15,Jun 2024,INV-567374,Open,Yes,Initech Partners,4200,Product Revenue,Subscription,SKU-ENSO-TEAM,Enso Team License,2.64,Each,425.17,USD,1.0,24622.76,0.0,24622.76,24622.76,Enso UK,US-West,Finance,Internal,Due on Receipt,,
TXN-0002653,Invoice,2024-06-17,Jun 2024,INV-332247,Paid In Full,Yes,Globex Partners,4200,Product Revenue,Promotion credit,SKU-SUP-PREM,Premium Support,8.38,Month,2307.93,USD,1.0,10066.45,880.81,10947.26,10066.45,Enso US,EU-Central,Sales,SMB,Net 30,,
TXN-0002654,Credit Memo,2024-06-01,Jun 2024,CRE-749259,Open,Yes,Tyrell Inc,4100,Services Revenue,Training session,SKU-ENSO-PRO,Enso Pro License,5.14,Each,274.23,USD,1.0,-19846.63,0.0,-19846.63,-19846.63,Enso EU,UK-South,Marketing,Internal,,,
TXN-0002655,Item Receipt,2024-06-18,Jun 2024,ITE-124882,Received,Yes,Salesforce,1200,Inventory,Inventory receipt,SKU-TRNG-01,Admin Training,3.5,Hour,940.13,USD,1.0,10474.93,523.75,10998.68,10474.93,Enso EU,US-West,R&D,Enterprise,,,
TXN-0002656,Customer Payment,2024-06-04,Jun 2024,CUS-547135,Undeposited,Yes,Cyberdyne LLC,4200,Product Revenue,Quarterly true-up,,,,,,USD,1.0,4406.83,0.0,4406.83,4406.83,Enso EU,EU-Central,Marketing,Mid-Market,,ACH,
TXN-0002657,Vendor Payment,2024-06-02,Jun 2024,VEN-381608,Processed,Yes,Google Cloud,6100,R&D Expense,Consulting services,,,,,,EUR,1.09,2847.33,0.0,2847.33,3103.59,Enso US,US-East,Finance,SMB,,Credit Card,
TXN-0002658,Vendor Credit,2024-06-26,Jun 2024,VEN-680294,Applied,Yes,Microsoft,6000,Sales & Marketing,Consulting services,SKU-ENSO-TEAM,Enso Team License,8.28,Each,2215.07,GBP,1.27,-7377.98,0.0,-7377.98,-9370.03,Enso UK,US-East,Finance,Mid-Market,,,
TXN-0002659,Transfer,2024-06-21,Jun 2024,TRA-936822,Completed,Yes,Cloudflare,4000,Revenue,Travel & meals,,,,,,USD,1.0,34339.7,0.0,34339.7,34339.7,Enso EU,US-East,Finance,Mid-Market,,,
TXN-0002660,Customer Payment,2024-06-12,Jun 2024,CUS-293162,Deposited,Yes,Pied Piper Inc,4000,Revenue,Travel & meals,,,,,,USD,1.0,7705.88,0.0,7705.88,7705.88,Enso UK,US-East,HR,SMB,,Wire,
TXN-0002661,Bill,2024-06-18,Jun 2024,BIL-324211,Paid In Full,Yes,Dell,6100,R&D Expense,Monthly charge,SKU-TRNG-01,Admin Training,8.14,Hour,1321.77,EUR,1.09,11983.19,599.16,12582.35,13061.68,Enso US,US-East,Marketing,Internal,Net 30,,
TXN-0002662,Invoice,2024-06-07,Jun 2024,INV-130038,Open,Yes,Cyberdyne Inc,4000,Revenue,Subscription,SKU-ENSO-PRO,Enso Pro License,1.8,Each,1566.62,USD,1.0,14846.76,1299.09,16145.85,14846.76,Enso US,US-West,R&D,Mid-Market,Net 15,,
TXN-0002663,Bill,2024-06-22,Jun 2024,BIL-234574,Partially Paid,Yes,Salesforce,5000,COGS,Consulting services,SKU-TRNG-01,Admin Training,1.0,Hour,1280.24,USD,1.0,7252.9,689.03,7941.93,7252.9,Enso EU,US-West,R&D,SMB,Due on Receipt,,
